T_ms,phase,x,y,theta_deg,speed,adv_v,turn_v,dist_wp,counter,wps_left
110521,cruise,50.62,49.96,133.80,0.64,1.00,3.60,50.62,0,2
110575,cruise,50.59,49.99,133.99,0.97,1.00,3.60,50.59,0,2
110627,cruise,50.55,50.03,134.18,1.09,1.00,3.61,50.55,0,2
110679,cruise,50.51,50.07,134.36,1.03,1.00,3.62,50.51,0,2
110732,cruise,50.47,50.11,134.55,1.19,1.00,3.63,50.47,0,2
110785,cruise,50.42,50.15,134.74,1.19,1.00,3.65,50.42,0,2
110837,cruise,50.38,50.20,134.93,1.15,1.00,3.66,50.38,0,2
110890,cruise,50.34,50.24,135.11,1.06,1.00,3.67,50.34,0,2
110942,cruise,50.30,50.27,135.30,0.88,1.00,3.68,50.30,0,2
110995,cruise,50.27,50.31,135.49,0.76,1.00,3.68,50.27,0,2
111048,cruise,50.25,50.33,135.68,0.67,1.00,3.67,50.25,0,2
111100,cruise,50.22,50.36,135.87,0.76,1.00,3.67,50.22,0,2
111153,cruise,50.19,50.38,136.06,0.55,1.00,3.66,50.20,0,2
111205,cruise,50.18,50.40,136.25,0.54,1.00,3.65,50.18,0,2
111258,cruise,50.15,50.42,136.44,0.49,1.00,3.64,50.15,0,2
111311,cruise,50.14,50.43,136.63,0.13,1.00,3.61,50.14,0,2
111363,cruise,50.13,50.44,136.81,0.33,1.00,3.59,50.13,0,2
111416,cruise,50.12,50.45,137.00,0.46,1.00,3.57,50.12,0,2
111469,cruise,50.10,50.47,137.18,0.47,1.00,3.56,50.10,0,2
111522,cruise,50.08,50.49,137.37,0.49,1.00,3.54,50.08,0,2
111574,cruise,50.06,50.50,137.55,0.52,1.00,3.53,50.07,0,2
111627,cruise,50.04,50.52,137.73,0.58,1.00,3.51,50.04,0,2
111679,cruise,50.02,50.55,137.91,0.72,1.00,3.51,50.02,0,2
111732,cruise,49.99,50.57,138.09,0.76,1.00,3.50,49.99,0,2
111784,cruise,49.96,50.60,138.27,0.66,1.00,3.50,49.96,0,2
111837,cruise,49.93,50.63,138.45,0.96,1.00,3.50,49.93,0,2
111889,cruise,49.89,50.66,138.63,0.79,1.00,3.50,49.90,0,2
111942,cruise,49.87,50.68,138.81,0.51,1.00,3.49,49.87,0,2
111996,cruise,49.84,50.70,139.00,0.83,1.00,3.48,49.85,0,2
112048,cruise,49.80,50.73,139.18,0.98,1.00,3.49,49.81,0,2
112101,cruise,49.77,50.76,139.36,0.72,1.00,3.49,49.78,0,2
112154,cruise,49.74,50.79,139.54,0.66,1.00,3.48,49.75,0,2
112206,cruise,49.72,50.81,139.71,0.61,1.00,3.09,49.73,0,2
112258,cruise,49.69,50.83,139.87,0.77,1.00,3.08,49.70,0,2
112311,cruise,49.66,50.85,140.03,0.65,1.00,3.08,49.67,0,2
112364,cruise,49.64,50.87,140.19,0.43,1.00,3.07,49.65,0,2
112416,cruise,49.63,50.88,140.35,0.32,1.00,3.05,49.64,0,2
112469,cruise,49.61,50.90,140.51,0.61,1.00,3.04,49.62,0,2
112522,cruise,49.58,50.92,140.67,0.84,1.00,3.04,49.59,0,2
112574,cruise,49.55,50.95,140.82,0.77,1.00,3.04,49.56,0,2
112627,cruise,49.52,50.97,140.98,0.65,1.00,3.04,49.53,0,2
112680,cruise,49.49,51.00,141.14,0.71,1.00,3.03,49.50,0,2
112732,cruise,49.46,51.02,141.30,0.61,1.00,3.03,49.47,0,2
112785,cruise,49.45,51.03,141.45,0.18,1.00,3.01,49.46,0,2
112838,cruise,49.44,51.03,141.61,0.08,1.00,2.99,49.45,0,2
112890,cruise,49.44,51.04,141.76,0.25,1.00,2.97,49.45,0,2
112943,cruise,49.43,51.04,141.92,-0.02,1.00,2.94,49.44,0,2
112997,cruise,49.43,51.04,142.07,0.05,1.00,2.92,49.44,0,2
113050,cruise,49.42,51.05,142.22,0.30,1.00,2.90,49.43,0,2
113102,cruise,49.41,51.06,142.37,0.32,1.00,2.88,49.42,0,2
113161,cruise,49.39,51.07,142.54,0.50,1.00,2.87,49.40,0,2
113213,cruise,49.36,51.10,142.69,0.82,1.00,2.86,49.37,0,2
113266,cruise,49.33,51.12,142.84,0.72,1.00,2.86,49.34,0,2
113319,cruise,49.30,51.15,142.99,0.84,1.00,2.86,49.31,0,2
113371,cruise,49.26,51.17,143.13,0.95,1.00,2.86,49.27,0,2
113424,cruise,49.22,51.20,143.28,0.71,1.00,2.86,49.24,0,2
113478,cruise,49.20,51.22,143.43,0.61,1.00,2.85,49.21,0,2
113530,cruise,49.17,51.24,143.58,0.56,1.00,2.85,49.19,0,2
113583,cruise,49.15,51.26,143.73,0.49,1.00,2.84,49.17,0,2
113635,cruise,49.13,51.27,143.88,0.35,1.00,2.82,49.15,0,2
113689,cruise,49.12,51.28,144.03,0.46,1.00,2.81,49.13,0,2
113742,cruise,49.10,51.29,144.17,0.47,1.00,2.80,49.11,0,2
113794,cruise,49.07,51.31,144.32,0.57,1.00,2.79,49.09,0,2
113848,cruise,49.05,51.33,144.46,0.60,1.00,2.78,49.07,0,2
113902,cruise,49.03,51.34,144.61,0.48,1.00,2.77,49.04,0,2
113960,cruise,49.00,51.36,144.77,0.63,1.00,2.76,49.02,0,2
114016,cruise,48.97,51.38,144.92,0.63,1.00,2.75,48.99,0,2
114069,cruise,48.95,51.40,145.07,0.57,1.00,2.74,48.97,0,2
114122,cruise,48.92,51.42,145.21,0.66,1.00,2.74,48.94,0,2
114177,cruise,48.89,51.44,145.36,0.70,1.00,2.73,48.91,0,2
114230,cruise,48.86,51.46,145.50,0.76,1.00,2.73,48.88,0,2
114283,cruise,48.82,51.48,145.65,0.78,1.00,2.73,48.85,0,2
114336,cruise,48.79,51.51,145.79,0.77,1.00,2.72,48.81,0,2
114391,cruise,48.75,51.53,145.94,0.84,1.00,2.72,48.78,0,2
114444,cruise,48.72,51.56,146.08,0.82,1.00,2.72,48.74,0,2
114499,cruise,48.68,51.58,146.23,0.72,1.00,2.72,48.71,0,2
114555,cruise,48.65,51.60,146.37,0.64,1.00,2.71,48.68,0,2
114608,cruise,48.62,51.62,146.52,0.68,1.00,2.71,48.65,0,2
114662,cruise,48.59,51.64,146.66,0.59,1.00,2.70,48.62,0,2
114715,cruise,48.57,51.66,146.81,0.56,1.00,2.70,48.59,0,2
114771,cruise,48.54,51.67,146.95,0.54,1.00,2.68,48.57,0,2
114824,cruise,48.51,51.69,147.09,0.71,1.00,2.68,48.54,0,2
114876,cruise,48.48,51.71,147.23,0.71,1.00,2.67,48.51,0,2
114930,cruise,48.45,51.73,147.37,0.69,1.00,2.67,48.48,0,2
114984,cruise,48.42,51.75,147.52,0.75,1.00,2.67,48.45,0,2
115037,cruise,48.39,51.77,147.66,0.67,1.00,2.66,48.42,0,2
115090,cruise,48.35,51.79,147.80,0.89,1.00,2.66,48.39,0,2
115144,cruise,48.31,51.82,147.94,0.81,1.00,2.66,48.35,0,2
115199,cruise,48.28,51.84,148.08,0.76,1.00,2.66,48.31,0,2
115252,cruise,48.24,51.87,148.21,1.03,1.00,2.35,48.27,0,2
115305,cruise,48.19,51.90,148.33,0.94,1.00,2.36,48.23,0,2
115381,cruise,48.13,51.93,148.51,0.86,1.00,2.36,48.17,0,2
115460,cruise,48.07,51.97,148.70,0.96,1.00,2.36,48.11,0,2
115514,cruise,48.03,52.00,148.83,1.06,1.00,2.36,48.07,0,2
115567,cruise,47.98,52.02,148.95,0.97,1.00,2.37,48.02,0,2
115619,cruise,47.93,52.05,149.07,1.14,1.00,2.37,47.98,0,2
115672,cruise,47.87,52.09,149.20,1.51,1.00,2.39,47.92,0,2
115725,cruise,47.80,52.13,149.32,1.51,1.00,2.41,47.85,0,2
115777,cruise,47.73,52.17,149.45,1.69,1.00,2.43,47.78,0,2
115830,cruise,47.65,52.22,149.58,1.86,1.00,2.45,47.70,0,2
115883,cruise,47.57,52.27,149.71,1.70,1.00,2.48,47.62,0,2
115935,cruise,47.50,52.31,149.83,1.44,1.00,2.50,47.56,0,2
115987,cruise,47.43,52.35,149.96,1.59,1.00,2.52,47.49,0,2
116041,cruise,47.36,52.39,150.10,1.68,1.00,2.54,47.42,0,2
116093,cruise,47.28,52.43,150.23,1.75,1.00,2.57,47.34,0,2
116146,cruise,47.19,52.48,150.36,2.03,1.00,2.60,47.26,0,2
116199,cruise,47.10,52.54,150.50,2.01,1.00,2.64,47.17,0,2
116252,cruise,47.02,52.58,150.64,1.78,1.00,2.67,47.09,0,2
116304,cruise,46.94,52.63,150.78,1.82,1.00,2.70,47.01,0,2
116357,cruise,46.85,52.68,150.92,1.88,1.00,2.73,46.93,0,2
116410,cruise,46.76,52.73,151.06,1.87,1.00,2.77,46.84,0,2
116462,cruise,46.67,52.77,151.21,1.95,1.00,2.81,46.75,0,2
116515,cruise,46.59,52.82,151.34,1.73,1.00,2.43,46.67,0,2
116568,cruise,46.50,52.87,151.47,1.85,1.00,2.46,46.59,0,2
116621,cruise,46.42,52.91,151.60,1.92,1.00,2.49,46.51,0,2
116673,cruise,46.33,52.96,151.73,1.84,1.00,2.51,46.42,0,2
116727,cruise,46.24,53.01,151.86,1.99,1.00,2.54,46.34,0,2
116779,cruise,46.15,53.06,151.99,2.05,1.00,2.58,46.25,0,2
116831,cruise,46.06,53.11,152.13,2.04,1.00,2.61,46.16,0,2
116884,cruise,45.96,53.16,152.27,1.86,1.00,2.64,46.07,0,2
116937,cruise,45.88,53.20,152.40,1.79,1.00,2.67,45.99,0,2
116990,cruise,45.79,53.25,152.54,1.98,1.00,2.71,45.90,0,2
117043,cruise,45.70,53.30,152.69,1.87,1.00,2.74,45.81,0,2
117095,cruise,45.61,53.34,152.83,1.83,1.00,2.77,45.73,0,2
117148,cruise,45.52,53.38,152.97,2.01,1.00,2.81,45.65,0,2
117201,cruise,45.43,53.43,153.12,2.13,1.00,2.85,45.55,0,2
117254,cruise,45.33,53.48,153.27,2.07,1.00,2.89,45.46,0,2
117306,cruise,45.23,53.53,153.42,2.03,1.00,2.94,45.37,0,2
117358,cruise,45.13,53.58,153.57,2.33,1.00,2.99,45.27,0,2
117411,cruise,45.02,53.64,153.73,2.25,1.00,3.04,45.17,0,2
117463,cruise,44.92,53.69,153.89,2.18,1.00,2.70,45.07,0,2
117517,cruise,44.81,53.74,154.03,2.29,1.00,2.60,44.96,0,2
117570,cruise,44.71,53.79,154.16,1.99,1.00,2.64,44.87,0,2
117622,cruise,44.62,53.83,154.30,1.84,1.00,2.66,44.78,0,2
117675,cruise,44.53,53.87,154.44,1.81,1.00,2.69,44.70,0,2
117728,cruise,44.45,53.91,154.58,1.62,1.00,2.72,44.62,0,2
117780,cruise,44.38,53.95,154.72,1.54,1.00,2.74,44.55,0,2
117833,cruise,44.31,53.98,154.86,1.54,1.00,2.76,44.49,0,2
117885,cruise,44.24,54.01,155.01,1.38,1.00,2.78,44.42,0,2
117938,cruise,44.18,54.04,155.15,1.09,1.00,2.79,44.37,0,2
117991,cruise,44.13,54.06,155.30,0.97,1.00,2.79,44.32,0,2
118044,cruise,44.09,54.08,155.44,0.74,1.00,2.79,44.28,0,2
118097,cruise,44.06,54.09,155.59,0.62,1.00,2.79,44.25,0,2
118149,cruise,44.04,54.11,155.73,0.41,1.00,2.78,44.23,0,2
118201,cruise,44.02,54.11,155.88,0.25,1.00,2.76,44.21,0,2
118254,cruise,44.01,54.12,156.02,0.23,1.00,2.74,44.20,0,2
118307,cruise,44.00,54.12,156.16,0.10,1.00,2.72,44.19,0,2
118360,cruise,43.99,54.12,156.31,0.16,1.00,2.70,44.19,0,2
118412,cruise,43.99,54.13,156.45,0.13,1.00,2.68,44.18,0,2
118465,cruise,43.98,54.13,156.59,0.00,1.00,2.66,44.18,0,2
118518,cruise,43.98,54.13,156.72,0.21,1.00,2.63,44.17,0,2
118570,cruise,43.97,54.13,156.86,0.27,1.00,2.62,44.16,0,2
118623,cruise,43.95,54.14,157.00,0.43,1.00,2.60,44.15,0,2
118676,cruise,43.93,54.15,157.13,0.60,1.00,2.59,44.12,0,2
118729,cruise,43.89,54.17,157.27,0.81,1.00,2.59,44.09,0,2
118781,cruise,43.85,54.18,157.40,0.81,1.00,2.59,44.05,0,2
118834,cruise,43.82,54.20,157.54,0.62,1.00,2.58,44.02,0,2
118887,cruise,43.79,54.21,157.67,0.51,1.00,2.58,43.99,0,2
118939,cruise,43.76,54.22,157.81,0.51,1.00,2.57,43.97,0,2
118992,cruise,43.75,54.23,157.94,0.16,1.00,2.55,43.95,0,2
119045,cruise,43.74,54.23,158.07,0.15,1.00,2.53,43.94,0,2
119097,cruise,43.73,54.23,158.20,0.01,1.00,2.51,43.94,0,2
119150,cruise,43.74,54.23,158.34,0.00,1.00,2.48,43.94,0,2
119203,cruise,43.73,54.23,158.46,0.09,1.00,2.46,43.94,0,2
119255,cruise,43.72,54.24,158.59,0.29,1.00,2.44,43.93,0,2
119308,cruise,43.71,54.24,158.72,0.30,1.00,2.43,43.91,0,2
119361,cruise,43.69,54.25,158.85,0.53,1.00,2.41,43.90,0,2
119413,cruise,43.65,54.26,158.97,0.91,1.00,2.41,43.86,0,2
119466,cruise,43.62,54.28,159.10,0.62,1.00,2.41,43.83,0,2
119520,cruise,43.59,54.29,159.23,0.62,1.00,2.40,43.80,0,2
119572,cruise,43.55,54.30,159.35,0.72,1.00,2.40,43.77,0,2
119625,cruise,43.52,54.31,159.48,0.63,1.00,2.39,43.73,0,2
119678,cruise,43.50,54.32,159.60,0.39,1.00,2.38,43.71,0,2
119730,cruise,43.48,54.33,159.73,0.35,1.00,2.37,43.69,0,2
119783,cruise,43.47,54.33,159.85,0.15,1.00,2.35,43.68,0,2
119836,cruise,43.46,54.34,159.97,0.17,1.00,2.33,43.68,0,2
119889,cruise,43.45,54.34,160.10,0.23,1.00,2.31,43.67,0,2
119941,cruise,43.44,54.34,160.22,0.16,1.00,2.29,43.66,0,2
119995,cruise,43.43,54.35,160.34,0.26,1.00,2.27,43.65,0,2
120047,cruise,43.41,54.36,160.46,0.54,1.00,2.26,43.63,0,2
120100,cruise,43.38,54.37,160.58,0.70,1.00,2.26,43.59,0,2
120152,cruise,43.34,54.38,160.69,0.70,1.00,2.25,43.56,0,2
120208,cruise,43.30,54.39,160.82,0.74,1.00,2.25,43.52,0,2
120261,cruise,43.27,54.40,160.93,0.61,1.00,2.25,43.49,0,2
120314,cruise,43.24,54.41,161.05,0.50,1.00,2.24,43.47,0,2
120368,cruise,43.22,54.42,161.17,0.49,1.00,2.23,43.44,0,2
120423,cruise,43.19,54.43,161.30,0.42,1.00,2.22,43.42,0,2
120477,cruise,43.18,54.44,161.41,0.14,1.00,2.20,43.41,0,2
120533,cruise,43.17,54.44,161.54,0.12,1.00,2.18,43.40,0,2
120587,cruise,43.16,54.44,161.65,0.28,1.00,2.16,43.39,0,2
120639,cruise,43.15,54.44,161.77,0.10,1.00,2.14,43.38,0,2
120692,cruise,43.15,54.45,161.88,0.15,1.00,2.12,43.38,0,2
120748,cruise,43.13,54.45,162.00,0.36,1.00,2.11,43.36,0,2
120802,cruise,43.11,54.46,162.11,0.38,1.00,2.09,43.34,0,2
120856,cruise,43.10,54.46,162.21,0.27,1.18,1.69,43.33,0,2
120910,cruise,43.08,54.47,162.30,0.31,1.40,1.68,43.31,0,2
120965,cruise,43.06,54.47,162.40,0.58,1.62,1.67,43.29,0,2
121020,cruise,43.03,54.48,162.49,0.68,1.67,1.67,43.26,0,2
121072,cruise,42.99,54.50,162.58,0.80,1.67,1.66,43.22,0,2
121127,cruise,42.95,54.51,162.67,0.84,1.67,1.66,43.18,0,2
121179,cruise,42.90,54.52,162.76,0.83,1.67,1.66,43.14,0,2
121232,cruise,42.87,54.53,162.84,0.63,1.68,1.66,43.11,0,2
121285,cruise,42.84,54.54,162.93,0.53,1.69,1.66,43.08,0,2
121340,cruise,42.81,54.55,163.02,0.41,1.70,1.65,43.06,0,2
121392,cruise,42.80,54.56,163.11,0.30,1.72,1.64,43.04,0,2
121445,cruise,42.78,54.56,163.20,0.25,1.74,1.63,43.03,0,2
121498,cruise,42.77,54.56,163.29,0.04,1.76,1.62,43.02,0,2
121552,cruise,42.77,54.56,163.37,0.03,1.79,1.60,43.02,0,2
121605,cruise,42.77,54.56,163.46,0.24,1.82,1.59,43.01,0,2
121658,cruise,42.75,54.57,163.54,0.28,1.84,1.58,43.00,0,2
121710,cruise,42.74,54.57,163.63,0.20,1.86,1.57,42.98,0,2
121765,cruise,42.73,54.57,163.71,0.15,1.88,1.56,42.98,0,2
121822,cruise,42.72,54.58,163.80,0.31,1.91,1.55,42.97,0,2
121874,cruise,42.70,54.58,163.89,0.49,1.92,1.54,42.95,0,2
121927,cruise,42.68,54.59,163.97,0.45,1.93,1.53,42.92,0,2
121981,cruise,42.65,54.60,164.05,0.44,1.95,1.53,42.90,0,2
122034,cruise,42.63,54.61,164.13,0.69,1.96,1.52,42.87,0,2
122086,cruise,42.59,54.62,164.21,0.58,1.96,1.52,42.84,0,2
122139,cruise,42.57,54.62,164.30,0.48,1.98,1.51,42.82,0,2
122192,cruise,42.53,54.63,164.38,0.75,1.98,1.51,42.79,0,2
122244,cruise,42.50,54.64,164.46,0.68,1.99,1.51,42.75,0,2
122297,cruise,42.47,54.65,164.54,0.55,2.00,1.50,42.72,0,2
122350,cruise,42.44,54.66,164.62,0.57,2.01,1.50,42.69,0,2
122402,cruise,42.41,54.67,164.70,0.73,2.01,1.49,42.66,0,2
122455,cruise,42.37,54.68,164.78,0.69,2.02,1.49,42.63,0,2
122508,cruise,42.33,54.69,164.86,0.69,2.02,1.49,42.59,0,2
122561,cruise,42.30,54.70,164.94,0.78,2.03,1.49,42.56,0,2
122613,cruise,42.26,54.71,165.02,0.72,2.03,1.48,42.52,0,2
122666,cruise,42.22,54.72,165.10,0.71,2.04,1.48,42.48,0,2
122719,cruise,42.19,54.72,165.17,0.67,2.04,1.48,42.45,0,2
122771,cruise,42.15,54.73,165.25,0.76,2.05,1.48,42.42,0,2
122824,cruise,42.12,54.74,165.33,0.66,2.05,1.47,42.38,0,2
122877,cruise,42.08,54.75,165.41,0.70,2.06,1.47,42.35,0,2
122930,cruise,42.05,54.76,165.49,0.56,2.07,1.47,42.32,0,2
122983,cruise,42.02,54.77,165.57,0.62,2.08,1.46,42.29,0,2
123036,cruise,41.98,54.78,165.65,0.81,2.08,1.46,42.25,0,2
123088,cruise,41.94,54.79,165.72,0.64,2.08,1.46,42.22,0,2
123141,cruise,41.91,54.80,165.80,0.76,2.09,1.45,42.18,0,2
123194,cruise,41.87,54.81,165.88,0.68,2.10,1.45,42.15,0,2
123247,cruise,41.83,54.82,165.96,0.88,2.10,1.45,42.11,0,2
123299,cruise,41.79,54.83,166.04,0.87,2.10,1.45,42.07,0,2
123352,cruise,41.74,54.84,166.11,0.88,2.10,1.45,42.02,0,2
123405,cruise,41.70,54.85,166.19,0.77,2.10,1.45,41.98,0,2
123472,cruise,41.64,54.86,166.29,1.02,2.10,1.45,41.93,0,2
123564,cruise,41.55,54.89,166.43,0.96,2.09,1.46,41.84,0,2
123616,cruise,41.50,54.90,166.50,0.97,2.08,1.46,41.79,0,2
123669,cruise,41.45,54.91,166.58,1.18,2.07,1.46,41.74,0,2
123722,cruise,41.38,54.93,166.66,1.40,2.06,1.47,41.68,0,2
123775,cruise,41.31,54.94,166.74,1.50,2.04,1.48,41.61,0,2
123827,cruise,41.23,54.96,166.82,1.77,2.01,1.50,41.53,0,2
123880,cruise,41.13,54.99,166.90,2.00,2.09,1.22,41.43,0,2
123933,cruise,41.01,55.01,166.96,2.49,2.30,1.24,41.32,0,2
123986,cruise,40.87,55.05,167.03,3.02,2.46,1.27,41.18,0,2
124039,cruise,40.69,55.09,167.10,4.10,2.39,1.31,41.00,0,2
124092,cruise,40.43,55.15,167.17,5.36,2.27,1.37,40.76,0,2
124145,cruise,40.13,55.21,167.25,6.26,2.11,1.45,40.47,0,2
124197,cruise,39.81,55.29,167.33,6.38,1.91,1.54,40.16,0,2
124250,cruise,39.47,55.36,167.41,6.82,1.69,1.66,39.83,0,2
124303,cruise,39.09,55.45,167.50,7.60,1.55,1.43,39.47,0,2
124356,cruise,38.72,55.53,167.58,6.85,1.76,1.54,39.11,0,2
124408,cruise,38.39,55.60,167.66,6.25,1.73,1.63,38.79,0,2
124461,cruise,38.05,55.68,167.75,7.02,1.51,1.75,38.47,0,2
124515,cruise,37.69,55.75,167.85,6.68,1.24,1.88,38.12,0,2
124567,cruise,37.35,55.83,167.95,6.52,1.00,2.02,37.80,0,2
124620,cruise,37.01,55.90,168.06,6.30,1.10,1.70,37.48,0,2
124673,cruise,36.73,55.96,168.15,4.98,1.31,1.78,37.21,0,2
124725,cruise,36.47,56.01,168.25,5.34,1.26,1.87,36.96,0,2
124778,cruise,36.18,56.07,168.35,5.88,1.06,1.97,36.68,0,2
124830,cruise,35.88,56.13,168.45,5.30,1.00,2.08,36.40,0,2
124883,cruise,35.65,56.18,168.57,3.96,1.00,2.18,36.18,0,2
124935,cruise,35.44,56.22,168.68,4.47,1.00,2.27,35.98,0,2
124989,cruise,35.20,56.27,168.81,4.47,1.00,2.38,35.75,0,2
125041,cruise,34.99,56.31,168.93,3.63,1.10,1.91,35.56,0,2
125093,cruise,34.82,56.34,169.03,3.23,1.08,1.96,35.39,0,2
125147,cruise,34.64,56.38,169.14,3.72,1.00,2.02,35.22,0,2
125200,cruise,34.44,56.42,169.25,3.47,1.00,2.08,35.04,0,2
125252,cruise,34.29,56.45,169.36,2.74,1.00,2.13,34.89,0,2
125305,cruise,34.16,56.47,169.47,2.43,1.00,2.17,34.77,0,2
125357,cruise,34.04,56.49,169.59,2.34,1.00,2.21,34.65,0,2
125409,cruise,33.93,56.51,169.70,1.91,1.00,2.24,34.55,0,2
125462,cruise,33.84,56.53,169.82,1.60,1.00,2.27,34.46,0,2
125515,cruise,33.75,56.54,169.94,1.63,1.00,2.29,34.38,0,2
125568,cruise,33.67,56.56,170.07,1.54,1.00,2.31,34.30,0,2
125621,cruise,33.59,56.57,170.19,1.45,1.00,2.33,34.22,0,2
125674,cruise,33.51,56.59,170.31,1.60,1.00,2.35,34.15,0,2
125727,cruise,33.42,56.60,170.44,1.69,1.00,2.37,34.07,0,2
125779,cruise,33.33,56.62,170.56,1.68,1.00,2.40,33.98,0,2
125832,cruise,33.25,56.63,170.69,1.75,1.00,2.42,33.90,0,2
125884,cruise,33.16,56.64,170.81,1.47,1.00,2.45,33.82,0,2
125936,cruise,33.09,56.66,170.94,1.34,1.00,2.46,33.75,0,2
125989,cruise,33.02,56.67,171.07,1.30,1.00,2.48,33.69,0,2
126042,cruise,32.95,56.68,171.20,1.36,1.12,1.90,33.62,0,2
126095,cruise,32.89,56.69,171.30,1.11,1.19,1.91,33.56,0,2
126147,cruise,32.84,56.70,171.40,1.08,1.18,1.91,33.51,0,2
126200,cruise,32.78,56.70,171.50,1.20,1.17,1.92,33.45,0,2
126252,cruise,32.72,56.71,171.60,0.92,1.16,1.92,33.40,0,2
126305,cruise,32.68,56.72,171.70,0.81,1.16,1.92,33.36,0,2
126358,cruise,32.63,56.73,171.81,1.00,1.16,1.92,33.32,0,2
126411,cruise,32.57,56.73,171.91,1.07,1.15,1.93,33.26,0,2
126463,cruise,32.52,56.74,172.01,0.97,1.14,1.93,33.21,0,2
126516,cruise,32.47,56.75,172.12,1.04,1.14,1.93,33.16,0,2
126569,cruise,32.41,56.76,172.22,1.25,1.12,1.94,33.10,0,2
126622,cruise,32.34,56.77,172.32,1.38,1.10,1.95,33.04,0,2
126675,cruise,32.27,56.78,172.43,1.51,1.08,1.96,32.97,0,2
126727,cruise,32.19,56.79,172.53,1.49,1.05,1.97,32.89,0,2
126780,cruise,32.11,56.80,172.64,1.52,1.02,1.99,32.82,0,2
126837,cruise,32.02,56.81,172.75,1.65,1.00,2.01,32.74,0,2
126891,cruise,31.93,56.82,172.86,1.67,1.00,2.03,32.65,0,2
126946,cruise,31.83,56.83,172.97,1.73,1.00,2.05,32.56,0,2
126999,cruise,31.75,56.84,173.08,1.57,1.00,2.07,32.48,0,2
127052,cruise,31.67,56.85,173.19,1.36,1.00,2.08,32.40,0,2
127106,cruise,31.60,56.86,173.30,1.35,1.00,2.10,32.33,0,2
127159,cruise,31.52,56.87,173.42,1.47,1.00,2.11,32.26,0,2
127213,cruise,31.44,56.88,173.53,1.38,1.00,2.13,32.19,0,2
127266,cruise,31.38,56.88,173.65,1.15,1.00,2.14,32.13,0,2
127320,cruise,31.31,56.89,173.77,1.33,1.00,2.15,32.06,0,2
127374,cruise,31.24,56.90,173.88,1.29,1.00,2.16,31.99,0,2
127427,cruise,31.18,56.91,174.00,0.96,1.00,2.17,31.93,0,2
127483,cruise,31.12,56.91,174.12,1.05,1.00,2.17,31.88,0,2
127536,cruise,31.07,56.92,174.23,1.01,1.00,2.18,31.83,0,2
127589,cruise,31.01,56.92,174.35,1.05,1.00,2.19,31.78,0,2
127642,cruise,30.96,56.93,174.47,1.07,1.00,2.19,31.72,0,2
127697,cruise,30.90,56.93,174.59,0.95,1.00,2.19,31.67,0,2
127753,cruise,30.84,56.94,174.70,1.25,1.15,1.65,31.61,0,2
127806,cruise,30.77,56.95,174.79,1.38,1.37,1.66,31.54,0,2
127860,cruise,30.70,56.95,174.88,1.37,1.58,1.67,31.48,0,2
127912,cruise,30.62,56.96,174.97,1.78,1.64,1.68,31.40,0,2
127967,cruise,30.51,56.97,175.07,2.05,1.60,1.70,31.30,0,2
128020,cruise,30.40,56.98,175.16,2.02,1.55,1.72,31.19,0,2
128073,cruise,30.31,56.99,175.25,1.86,1.51,1.74,31.10,0,2
128126,cruise,30.20,57.00,175.34,2.14,1.47,1.77,31.00,0,2
128181,cruise,30.08,57.01,175.44,2.05,1.42,1.79,30.89,0,2
128233,cruise,30.00,57.01,175.54,1.49,1.38,1.81,30.80,0,2
128286,cruise,29.90,57.02,175.64,2.04,1.35,1.83,30.72,0,2
128339,cruise,29.79,57.03,175.73,1.93,1.30,1.85,30.61,0,2
128394,cruise,29.69,57.03,175.84,1.71,1.25,1.87,30.52,0,2
128450,cruise,29.60,57.04,175.95,1.54,1.22,1.89,30.43,0,2
128504,cruise,29.52,57.05,176.05,1.61,1.18,1.91,30.35,0,2
128556,cruise,29.43,57.05,176.15,1.71,1.14,1.93,30.26,0,2
128609,cruise,29.35,57.06,176.25,1.55,1.11,1.95,30.18,0,2
128662,cruise,29.27,57.06,176.36,1.46,1.08,1.96,30.11,0,2
128715,cruise,29.19,57.07,176.46,1.55,1.05,1.98,30.03,0,2
128767,cruise,29.11,57.07,176.57,1.39,1.02,1.99,29.96,0,2
128820,cruise,29.04,57.08,176.67,1.25,1.00,2.00,29.89,0,2
128872,cruise,28.98,57.08,176.78,1.01,1.00,2.01,29.84,0,2
128925,cruise,28.93,57.08,176.88,1.21,1.00,2.02,29.78,0,2
128978,cruise,28.86,57.09,176.99,1.20,1.00,2.03,29.72,0,2
129031,cruise,28.80,57.09,177.10,1.08,1.00,2.03,29.66,0,2
129084,cruise,28.75,57.09,177.20,0.97,1.18,1.52,29.61,0,2
129136,cruise,28.70,57.10,177.28,0.79,1.39,1.52,29.57,0,2
129189,cruise,28.66,57.10,177.36,0.80,1.60,1.52,29.53,0,2
129242,cruise,28.61,57.10,177.44,0.92,1.81,1.52,29.48,0,2
129294,cruise,28.57,57.10,177.52,0.91,1.96,1.52,29.44,0,2
129347,cruise,28.51,57.10,177.60,1.10,1.95,1.52,29.39,0,2
129400,cruise,28.45,57.11,177.69,1.13,1.94,1.53,29.33,0,2
129452,cruise,28.40,57.11,177.77,0.90,1.94,1.53,29.28,0,2
129506,cruise,28.35,57.11,177.85,0.86,1.94,1.53,29.23,0,2
