T_ms,lifecycle,substate,x,y,speed,adv_v,turn_v,dist_wp,wps_left,yaw_odo,yaw_mag,yaw_fused,cal_status
26508,running,cruise,44.44,-3.68,0.32,1.00,-3.07,6.67,4,44.13,20.65,20.94,done
26566,running,cruise,44.46,-3.67,0.41,1.00,-3.08,6.65,4,44.32,20.65,20.97,done
26624,running,cruise,44.49,-3.66,0.85,1.00,-3.07,6.62,4,44.51,21.20,21.15,done
26682,running,cruise,44.54,-3.64,1.04,1.00,-3.08,6.56,4,44.70,21.20,21.31,done
26740,running,cruise,44.60,-3.62,1.09,1.00,-3.03,6.50,4,44.89,22.70,21.86,done
26799,running,cruise,44.65,-3.59,0.82,1.00,-2.98,6.44,4,45.08,22.70,22.34,done
26857,running,cruise,44.69,-3.58,0.70,1.00,-2.96,6.40,4,45.26,22.65,22.61,done
26915,running,cruise,44.73,-3.56,0.79,1.00,-2.98,6.36,4,45.44,22.25,22.64,done
26973,running,cruise,44.77,-3.55,0.56,1.00,-3.01,6.32,4,45.63,22.25,22.62,done
27031,running,cruise,44.79,-3.54,0.25,1.00,-3.00,6.30,4,45.81,22.68,22.74,done
27089,running,cruise,44.79,-3.54,-0.03,1.00,-2.99,6.29,4,46.00,22.68,22.86,done
27147,running,cruise,44.79,-3.54,0.02,1.00,-2.96,6.30,4,46.18,22.87,22.98,done
27204,running,cruise,44.80,-3.53,0.22,1.00,-2.95,6.29,4,46.36,22.87,23.07,done
27263,running,cruise,44.81,-3.53,0.23,1.00,-2.85,6.27,4,46.54,24.76,23.70,done
27321,running,cruise,44.83,-3.52,0.36,1.00,-2.76,6.26,4,46.72,24.86,24.29,done
27379,running,cruise,44.86,-3.51,0.75,1.00,-2.71,6.23,4,46.89,24.86,24.65,done
27438,running,cruise,44.90,-3.49,0.90,1.00,-2.71,6.17,4,47.06,24.68,24.80,done
27496,running,cruise,44.95,-3.47,0.83,1.00,-2.73,6.13,4,47.23,24.68,24.88,done
27554,running,cruise,44.99,-3.45,0.76,1.00,-2.75,6.08,4,47.40,24.75,24.95,done
27611,running,cruise,45.03,-3.43,0.80,1.00,-2.77,6.04,4,47.57,24.75,25.00,done
27670,running,cruise,45.06,-3.41,0.44,1.00,-2.71,6.00,4,47.74,26.09,25.43,done
27728,running,cruise,45.08,-3.40,0.30,1.00,-2.59,5.98,4,47.90,27.19,26.15,done
27786,running,cruise,45.10,-3.39,0.48,1.00,-2.50,5.96,4,48.06,27.19,26.69,done
27844,running,cruise,45.13,-3.38,0.42,1.00,-2.48,5.93,4,48.22,26.75,26.87,done
27902,running,cruise,45.14,-3.37,0.16,1.00,-2.48,5.92,4,48.37,26.75,26.94,done
27960,running,cruise,45.16,-3.36,0.47,1.00,-2.52,5.89,4,48.53,26.01,26.76,done
28018,running,cruise,45.19,-3.35,0.52,1.00,-2.58,5.86,4,48.69,26.01,26.57,done
28076,running,cruise,45.21,-3.34,0.27,1.00,-2.58,5.84,4,48.85,26.45,26.60,done
28134,running,cruise,45.22,-3.33,0.37,1.00,-2.59,5.82,4,49.01,26.34,26.63,done
28192,running,cruise,45.24,-3.32,0.46,1.00,-2.60,5.80,4,49.17,26.34,26.63,done
28250,running,cruise,45.27,-3.31,0.56,1.00,-2.55,5.77,4,49.33,27.64,27.03,done
28308,running,cruise,45.30,-3.29,0.54,1.00,-2.50,5.74,4,49.49,27.64,27.40,done
28369,running,cruise,45.33,-3.28,0.64,1.00,-2.54,5.71,4,49.65,26.43,27.25,done
28431,running,cruise,45.36,-3.26,0.61,1.00,-2.51,5.67,4,49.82,28.14,27.57,done
28492,running,cruise,45.39,-3.25,0.44,1.00,-2.46,5.64,4,49.98,28.14,27.92,done
28549,running,cruise,45.42,-3.23,0.59,1.00,-2.45,5.61,4,50.13,27.86,28.04,done
28608,running,cruise,45.44,-3.22,0.42,1.00,-2.46,5.58,4,50.29,27.86,28.08,done
28668,running,cruise,45.46,-3.21,0.35,1.00,-2.38,5.55,4,50.44,29.43,28.58,done
28727,running,cruise,45.48,-3.20,0.33,1.00,-2.46,5.53,4,50.60,29.43,29.04,done
28792,running,cruise,45.50,-3.19,0.25,1.00,-2.50,5.52,4,50.78,27.84,28.85,done
28852,running,cruise,45.51,-3.18,0.17,1.00,-2.51,5.51,4,50.94,28.66,28.81,done
28910,running,cruise,45.52,-3.18,0.28,1.00,-2.51,5.49,4,51.09,28.66,28.87,done
28969,running,cruise,45.54,-3.17,0.43,1.00,-2.55,5.47,4,51.25,27.97,28.70,done
29027,running,cruise,45.56,-3.15,0.39,1.00,-2.59,5.45,4,51.41,27.97,28.53,done
29086,running,cruise,45.58,-3.14,0.62,1.00,-2.62,5.42,4,51.58,28.15,28.48,done
29145,running,cruise,45.62,-3.12,0.75,1.00,-2.54,5.38,4,51.74,30.19,29.09,done
29203,running,cruise,45.65,-3.11,0.46,1.00,-2.46,5.35,4,51.90,30.19,29.65,done
29263,running,cruise,45.68,-3.09,0.69,1.00,-2.49,5.31,4,52.06,28.85,29.58,done
29323,running,cruise,45.71,-3.07,0.59,1.00,-2.54,5.27,4,52.22,28.85,29.41,done
29381,running,cruise,45.74,-3.06,0.41,1.00,-2.56,5.24,4,52.37,29.06,29.37,done
29440,running,cruise,45.76,-3.04,0.47,1.00,-2.57,5.22,4,52.53,29.06,29.37,done
29502,running,cruise,45.79,-3.03,0.48,1.00,-2.52,5.19,4,52.71,30.44,29.79,done
29560,running,cruise,45.81,-3.01,0.40,1.00,-2.40,5.16,4,52.86,31.66,30.53,done
29618,running,cruise,45.83,-3.00,0.30,1.00,-2.31,5.14,4,53.01,31.66,31.10,done
29676,running,cruise,45.84,-3.00,0.30,1.00,-2.28,5.13,4,53.15,31.25,31.31,done
29734,running,cruise,45.86,-2.98,0.42,1.00,-2.28,5.10,4,53.30,31.25,31.39,done
29793,running,cruise,45.88,-2.97,0.32,1.00,-2.29,5.08,4,53.44,31.05,31.39,done
29851,running,cruise,45.89,-2.96,0.40,1.00,-2.25,5.06,4,53.59,32.08,31.67,done
29909,running,cruise,45.92,-2.95,0.56,1.00,-2.22,5.03,4,53.73,32.08,31.94,done
29967,running,cruise,45.95,-2.93,0.52,1.00,-2.19,5.00,4,53.87,32.32,32.17,done
30025,running,cruise,45.97,-2.91,0.60,1.00,-2.18,4.97,4,54.00,32.32,32.33,done
30082,running,cruise,46.00,-2.89,0.57,1.00,-2.22,4.94,4,54.14,31.63,32.22,done
30141,running,cruise,46.03,-2.88,0.60,1.00,-2.26,4.90,4,54.28,31.63,32.09,done
30199,running,cruise,46.06,-2.86,0.46,1.00,-2.22,4.87,4,54.42,32.80,32.37,done
30257,running,cruise,46.08,-2.85,0.42,1.00,-2.21,4.84,4,54.56,32.32,32.50,done
30315,running,cruise,46.10,-2.84,0.27,1.00,-2.22,4.82,4,54.70,32.32,32.53,done
30373,running,cruise,46.11,-2.83,0.33,1.00,-2.19,4.81,4,54.84,32.81,32.70,done
30431,running,cruise,46.13,-2.82,0.27,1.00,-2.17,4.79,4,54.98,32.81,32.85,done
30489,running,cruise,46.14,-2.81,0.22,1.00,-2.16,4.78,4,55.11,32.98,32.99,done
30547,running,cruise,46.15,-2.80,0.23,1.00,-2.14,4.76,4,55.25,32.98,33.09,done
30605,running,cruise,46.16,-2.79,0.32,1.00,-2.13,4.75,4,55.38,33.11,33.18,done
30663,running,cruise,46.18,-2.78,0.31,1.00,-2.19,4.73,4,55.52,31.98,32.92,done
30721,running,cruise,46.19,-2.77,0.29,1.00,-2.25,4.71,4,55.66,31.98,32.65,done
30779,running,cruise,46.21,-2.76,0.57,1.00,-2.25,4.69,4,55.80,32.75,32.72,done
30837,running,cruise,46.24,-2.74,0.56,1.00,-2.25,4.65,4,55.94,32.75,32.84,done
30895,running,cruise,46.27,-2.72,0.59,1.00,-2.20,4.62,4,56.08,33.65,33.18,done
30954,running,cruise,46.29,-2.71,0.29,1.00,-2.16,4.59,4,56.22,33.65,33.48,done
31011,running,cruise,46.30,-2.70,0.27,1.00,-2.07,4.58,4,56.35,34.70,33.97,done
31070,running,cruise,46.32,-2.69,0.29,1.00,-2.08,4.56,4,56.48,33.43,33.98,done
31128,running,cruise,46.33,-2.69,0.02,1.00,-2.11,4.55,4,56.62,33.43,33.86,done
31186,running,cruise,46.32,-2.69,0.01,1.00,-2.07,4.55,4,56.75,34.24,34.03,done
31243,running,cruise,46.33,-2.68,0.16,1.00,-2.04,4.55,4,56.88,34.24,34.21,done
31303,running,cruise,46.34,-2.68,0.25,1.00,-2.02,4.54,4,57.01,34.26,34.33,done
31360,running,cruise,46.35,-2.67,0.41,1.00,-2.02,4.52,4,57.14,34.26,34.40,done
31419,running,cruise,46.38,-2.65,0.57,1.01,-2.00,4.49,4,57.27,34.77,34.59,done
31477,running,cruise,46.41,-2.63,0.59,1.02,-1.99,4.45,4,57.39,34.61,34.71,done
31535,running,cruise,46.43,-2.61,0.53,1.01,-1.99,4.42,4,57.52,34.61,34.76,done
31593,running,cruise,46.46,-2.59,0.44,1.03,-1.99,4.39,4,57.64,34.86,34.87,done
31651,running,cruise,46.48,-2.58,0.40,1.04,-1.98,4.37,4,57.77,34.86,34.96,done
31709,running,cruise,46.49,-2.57,0.31,1.00,-2.00,4.35,4,57.90,34.53,34.92,done
31767,running,cruise,46.51,-2.56,0.15,1.00,-2.02,4.33,4,58.02,34.53,34.86,done
31825,running,cruise,46.51,-2.56,0.13,1.08,-1.96,4.32,4,58.15,35.69,35.17,done
31883,running,cruise,46.52,-2.55,0.16,1.22,-1.89,4.32,4,58.27,35.95,35.55,done
31941,running,cruise,46.53,-2.54,0.30,1.30,-1.85,4.30,4,58.39,35.95,35.80,done
31999,running,cruise,46.55,-2.53,0.36,1.38,-1.81,4.28,4,58.51,36.29,36.05,done
32057,running,cruise,46.56,-2.52,0.47,1.44,-1.78,4.26,4,58.63,36.29,36.23,done
32138,running,cruise,46.60,-2.49,0.67,1.31,-1.85,4.22,4,58.78,35.06,36.00,done
32252,running,cruise,46.68,-2.43,0.97,1.00,-2.12,4.12,4,59.02,35.69,36.00,done
32364,running,cruise,46.73,-2.40,0.06,1.00,-2.09,4.06,4,59.28,36.60,36.35,done
32424,running,cruise,46.72,-2.40,-0.04,1.00,-2.07,4.06,4,59.43,36.26,36.45,done
32482,running,cruise,46.73,-2.40,0.26,1.00,-2.04,4.06,4,59.56,36.83,36.64,done
32540,running,cruise,46.74,-2.39,0.37,1.00,-2.02,4.04,4,59.69,36.83,36.81,done
32598,running,cruise,46.76,-2.37,0.42,1.03,-1.98,4.01,4,59.81,37.29,37.06,done
32656,running,dwelling,46.78,-2.36,0.49,0.55,-1.13,3.99,4,59.93,37.29,37.24,done
32713,running,dwelling,46.83,-2.32,1.36,0.00,0.00,3.93,4,59.98,37.21,37.27,done
32771,running,dwelling,46.87,-2.29,0.45,0.00,0.00,3.87,4,59.99,37.21,37.25,done
32828,running,dwelling,46.87,-2.29,-0.45,0.00,0.00,3.88,4,60.00,37.86,37.44,done
32885,running,dwelling,46.86,-2.30,0.25,0.00,0.00,3.89,4,60.01,37.74,37.58,done
32943,running,dwelling,46.88,-2.28,0.40,0.00,0.00,3.87,4,60.02,37.06,37.45,done
33000,running,dwelling,46.88,-2.29,-0.40,0.00,0.00,3.87,4,60.03,36.82,37.23,done
33057,running,dwelling,46.86,-2.30,-0.21,0.00,0.00,3.89,4,60.04,36.82,37.07,done
33114,running,dwelling,46.86,-2.30,-0.13,0.00,0.00,3.90,4,60.05,38.19,37.39,done
33172,running,dwelling,46.85,-2.31,-0.23,0.00,0.00,3.91,4,60.06,38.19,37.72,done
33229,running,dwelling,46.84,-2.31,-0.09,0.00,0.00,3.92,4,60.07,37.42,37.68,done
33287,running,dwelling,46.84,-2.32,0.08,0.00,0.00,3.92,4,60.08,37.42,37.59,done
33345,running,dwelling,46.85,-2.30,0.54,0.00,0.00,3.90,4,60.10,36.76,37.33,done
33402,running,dwelling,46.88,-2.29,0.36,0.00,0.00,3.87,4,60.11,37.13,37.22,done
33459,running,dwelling,46.89,-2.28,0.16,0.00,0.00,3.86,4,60.12,37.13,37.20,done
33516,running,dwelling,46.89,-2.27,0.18,0.00,0.00,3.85,4,60.13,36.51,36.99,done
33574,running,dwelling,46.90,-2.27,-0.15,0.00,0.00,3.85,4,60.14,36.51,36.80,done
33631,running,dwelling,46.88,-2.28,-0.27,0.00,0.00,3.86,4,60.15,37.54,37.00,done
33688,running,dwelling,46.88,-2.29,-0.04,0.00,0.00,3.87,4,60.16,37.54,37.23,done
33746,running,dwelling,46.87,-2.29,-0.12,0.00,0.00,3.88,4,60.17,36.19,36.95,done
33804,running,dwelling,46.87,-2.29,-0.00,0.00,0.00,3.88,4,60.18,38.26,37.28,done
33861,running,dwelling,46.87,-2.29,0.18,0.00,0.00,3.87,4,60.19,38.26,37.68,done
33918,running,dwelling,46.88,-2.28,0.18,0.00,0.00,3.87,4,60.20,37.90,37.81,done
33975,running,dwelling,46.89,-2.27,0.28,0.00,0.00,3.85,4,60.21,37.90,37.86,done
34033,running,dwelling,46.90,-2.27,0.09,0.00,0.00,3.84,4,60.22,38.58,38.09,done
34090,running,dwelling,46.91,-2.26,0.29,0.00,0.00,3.83,4,60.23,38.58,38.29,done
34147,running,dwelling,46.92,-2.26,0.10,0.00,0.00,3.82,4,60.24,37.67,38.14,done
34205,running,dwelling,46.92,-2.25,0.07,0.00,0.00,3.81,4,60.25,36.92,37.73,done
34262,running,dwelling,46.92,-2.25,-0.12,0.00,0.00,3.82,4,60.26,36.92,37.42,done
34320,running,dwelling,46.90,-2.26,-0.41,0.00,0.00,3.84,4,60.28,37.46,37.39,done
34378,running,dwelling,46.90,-2.27,0.03,0.00,0.00,3.85,4,60.29,37.46,37.42,done
34435,running,dwelling,46.91,-2.26,0.35,0.00,0.00,3.83,4,60.30,36.24,37.08,done
34496,running,dwelling,46.92,-2.25,0.23,0.00,0.00,3.82,4,60.31,36.24,36.75,done
34556,running,dwelling,46.93,-2.25,0.10,0.00,0.00,3.81,4,60.32,37.04,36.79,done
34615,running,dwelling,46.94,-2.24,0.22,0.00,0.00,3.80,4,60.33,36.60,36.77,done
34676,running,dwelling,46.94,-2.24,0.02,0.00,0.00,3.79,4,60.34,36.60,36.71,done
34734,running,dwelling,46.94,-2.23,0.11,0.00,0.00,3.79,4,60.35,38.64,37.29,done
34792,running,dwelling,46.95,-2.23,0.01,0.00,0.00,3.78,4,60.36,38.64,37.84,done
34852,running,dwelling,46.95,-2.23,0.04,0.00,0.00,3.78,4,60.37,38.24,38.05,done
34910,running,dwelling,46.95,-2.23,-0.06,0.00,0.00,3.78,4,60.38,38.24,38.13,done
34969,running,dwelling,46.94,-2.24,-0.19,0.00,0.00,3.79,4,60.40,37.51,37.96,done
35031,running,dwelling,46.94,-2.24,0.12,0.00,0.00,3.79,4,60.41,38.00,37.94,done
35089,running,dwelling,46.95,-2.23,0.10,0.00,0.00,3.78,4,60.42,38.00,37.97,done
35147,running,dwelling,46.95,-2.23,-0.05,0.00,0.00,3.78,4,60.43,38.21,38.05,done
35204,running,dwelling,46.94,-2.24,-0.10,0.00,0.00,3.79,4,60.44,38.21,38.12,done
35264,running,dwelling,46.94,-2.24,0.09,0.00,0.00,3.79,4,60.45,37.22,37.87,done
35323,running,dwelling,46.95,-2.23,0.23,0.00,0.00,3.78,4,60.46,38.15,37.90,done
35382,running,dwelling,46.96,-2.22,0.20,0.00,0.00,3.77,4,60.47,38.15,38.01,done
35441,running,dwelling,46.97,-2.22,0.10,0.00,0.00,3.76,4,60.48,36.54,37.59,done
35499,running,dwelling,46.97,-2.21,0.14,0.00,0.00,3.75,4,60.49,36.54,37.18,done
35556,running,dwelling,46.98,-2.21,0.06,0.00,0.00,3.74,4,60.50,38.24,37.44,done
35613,running,dwelling,46.98,-2.21,-0.05,0.00,0.00,3.74,4,60.51,38.24,37.77,done
35672,running,dwelling,46.97,-2.21,-0.13,0.00,0.00,3.75,4,60.53,37.08,37.62,done
35730,running,dwelling,46.97,-2.22,-0.10,0.00,0.00,3.75,4,60.54,37.09,37.41,done
35788,running,dwelling,46.96,-2.22,-0.16,0.00,0.00,3.76,4,60.55,37.09,37.29,done
35846,running,dwelling,46.96,-2.22,0.13,0.00,0.00,3.76,4,60.56,37.42,37.32,done
35905,running,dwelling,46.97,-2.21,0.30,0.00,0.00,3.75,4,60.57,37.42,37.37,done
35963,running,dwelling,46.99,-2.20,0.30,0.00,0.00,3.73,4,60.58,37.75,37.50,done
36021,running,dwelling,47.00,-2.20,0.04,0.00,0.00,3.72,4,60.59,37.75,37.61,done
36082,running,dwelling,47.00,-2.19,0.10,0.00,0.00,3.72,4,60.60,36.75,37.37,done
36140,running,cruise,47.00,-2.19,0.00,0.06,-0.23,52.28,3,60.61,37.87,37.47,done
36198,running,cruise,46.99,-2.20,-0.52,0.30,-1.11,52.29,3,60.66,37.87,37.66,done
36255,running,cruise,46.97,-2.22,-0.50,0.53,-1.97,52.31,3,60.75,37.49,37.70,done
36314,running,cruise,46.95,-2.23,-0.13,0.76,-1.97,52.32,3,60.87,37.49,37.71,done
36372,running,cruise,46.95,-2.23,0.19,0.99,-1.93,52.32,3,61.00,38.25,37.94,done
36430,running,cruise,46.97,-2.21,0.57,1.19,-1.90,52.30,3,61.12,38.25,38.16,done
36488,running,cruise,47.01,-2.18,1.31,1.26,-1.87,52.27,3,61.24,38.88,38.47,done
36546,running,cruise,47.08,-2.13,1.40,1.22,-1.89,52.21,3,61.36,38.35,38.57,done
36604,running,cruise,47.14,-2.08,1.17,1.16,-1.92,52.16,3,61.48,38.35,38.57,done
36662,running,cruise,47.19,-2.04,1.19,1.07,-1.96,52.11,3,61.60,38.06,38.49,done
36720,running,cruise,47.25,-2.00,1.17,1.00,-2.01,52.07,3,61.73,38.06,38.41,done
36779,running,cruise,47.29,-1.96,0.77,1.01,-1.99,52.03,3,61.86,38.93,38.63,done
36837,running,cruise,47.32,-1.94,0.61,1.18,-1.81,52.01,3,61.98,41.90,39.74,done
36894,running,cruise,47.35,-1.91,0.57,1.42,-1.73,51.98,3,62.10,40.30,40.21,done
36952,running,cruise,47.37,-1.89,0.77,1.31,-1.84,51.96,3,62.21,38.20,39.70,done
37011,running,cruise,47.42,-1.85,1.28,1.07,-1.97,51.92,3,62.33,38.20,39.19,done
37069,running,cruise,47.48,-1.80,1.13,1.00,-2.02,51.87,3,62.46,38.95,39.11,done
37127,running,cruise,47.52,-1.77,0.92,1.00,-2.04,51.83,3,62.58,38.95,39.15,done
37185,running,cruise,47.57,-1.73,1.25,1.04,-1.98,51.79,3,62.71,40.39,39.60,done
37242,running,cruise,47.64,-1.67,1.62,1.18,-1.91,51.73,3,62.84,40.92,40.17,done
37302,running,cruise,47.71,-1.61,1.61,1.25,-1.87,51.66,3,62.96,40.92,40.56,done
37359,running,cruise,47.79,-1.54,2.43,1.00,-2.16,51.59,3,63.08,39.42,40.35,done
37417,running,cruise,47.93,-1.43,3.22,1.00,-2.28,51.47,3,63.22,39.42,40.08,done
37475,running,cruise,48.07,-1.31,3.46,1.00,-2.34,51.34,3,63.37,40.71,40.31,done
37533,running,cruise,48.25,-1.16,4.62,1.00,-2.41,51.19,3,63.51,40.71,40.58,done
37592,running,cruise,48.48,-0.96,5.45,1.00,-2.51,50.98,3,63.67,41.42,40.96,done
37650,running,cruise,48.71,-0.76,5.08,1.00,-2.69,50.77,3,63.83,40.39,40.96,done
37708,running,cruise,48.92,-0.57,4.85,1.00,-2.90,50.58,3,64.00,40.39,40.86,done
37766,running,cruise,49.16,-0.36,5.90,1.00,-3.00,50.37,3,64.18,41.49,41.14,done
37824,running,cruise,49.43,-0.13,5.93,1.00,-3.18,50.13,3,64.37,41.49,41.43,done
37883,running,cruise,49.67,0.08,5.24,1.00,-3.36,49.92,3,64.57,41.81,41.70,done
37941,running,cruise,49.89,0.28,4.89,1.00,-3.55,49.72,3,64.78,41.81,41.90,done
37999,running,cruise,50.11,0.48,5.21,1.00,-3.66,49.52,3,65.00,43.82,42.64,done
38057,running,cruise,50.32,0.67,4.59,1.00,-3.48,49.33,3,65.22,43.35,43.14,done
38114,running,cruise,50.49,0.84,3.96,1.00,-3.61,49.16,3,65.43,43.35,43.38,done
38173,running,cruise,50.66,0.99,3.63,1.00,-3.64,49.01,3,65.65,45.57,44.21,done
38231,running,cruise,50.80,1.13,3.22,1.00,-3.67,48.88,3,65.88,45.57,44.93,done
38289,running,cruise,50.93,1.26,3.16,1.00,-3.77,48.75,3,66.11,45.11,45.22,done
38348,running,cruise,51.05,1.38,2.59,1.00,-3.88,48.63,3,66.34,45.11,45.35,done
38405,running,cruise,51.13,1.47,1.76,1.00,-3.96,48.54,3,66.58,45.47,45.54,done
38463,running,cruise,51.20,1.54,1.34,1.00,-3.96,48.48,3,66.82,46.46,45.99,done
38522,running,cruise,51.24,1.58,1.03,1.00,-3.95,48.43,3,67.06,46.46,46.36,done
38580,running,cruise,51.27,1.62,0.67,1.00,-3.97,48.40,3,67.30,46.04,46.46,done
38638,running,cruise,51.30,1.64,0.53,1.00,-4.00,48.37,3,67.54,46.04,46.47,done
38696,running,cruise,51.32,1.66,0.40,1.00,-3.93,48.35,3,67.78,47.74,46.99,done
38754,running,cruise,51.33,1.68,0.24,1.00,-3.86,48.34,3,68.02,47.74,47.47,done
38812,running,cruise,51.34,1.69,0.23,1.00,-3.84,48.33,3,68.26,47.37,47.64,done
38871,running,cruise,51.35,1.69,0.18,1.00,-3.82,48.32,3,68.49,47.68,47.81,done
38929,running,cruise,51.35,1.70,0.13,1.00,-3.80,48.32,3,68.72,47.68,47.93,done
38987,running,cruise,51.36,1.71,0.08,1.00,-3.80,48.31,3,68.95,47.54,47.96,done
39044,running,cruise,51.36,1.71,0.24,1.00,-3.81,48.31,3,69.18,47.54,47.97,done
39102,running,cruise,51.37,1.72,0.28,1.00,-3.79,48.29,3,69.42,48.08,48.13,done
39161,running,cruise,51.38,1.74,0.30,1.00,-3.78,48.28,3,69.65,48.08,48.29,done
39219,running,cruise,51.40,1.75,0.39,1.00,-3.76,48.27,3,69.88,48.35,48.46,done
39278,running,cruise,51.41,1.77,0.39,1.00,-3.78,48.25,3,70.11,48.03,48.49,done
39335,running,cruise,51.43,1.79,0.52,1.00,-3.80,48.24,3,70.34,48.03,48.48,done
39393,running,cruise,51.45,1.81,0.59,1.00,-3.77,48.21,3,70.57,49.08,48.79,done
39451,running,cruise,51.47,1.84,0.72,1.00,-3.75,48.18,3,70.80,49.08,49.08,done
39509,running,cruise,51.51,1.88,0.90,1.00,-3.25,48.15,3,71.02,50.48,49.66,done
39568,running,cruise,51.54,1.91,0.89,1.00,-3.21,48.11,3,71.22,50.48,50.14,done
39626,running,cruise,51.57,1.96,1.01,1.00,-3.25,48.07,3,71.42,49.31,50.07,done
39684,running,cruise,51.61,2.00,1.02,1.00,-3.23,48.02,3,71.62,51.05,50.44,done
39741,running,cruise,51.65,2.05,0.94,1.00,-3.21,47.98,3,71.81,51.05,50.83,done
39801,running,cruise,51.68,2.09,0.73,1.00,-3.16,47.94,3,72.01,51.87,51.32,done
39859,running,cruise,51.70,2.11,0.57,1.00,-3.12,47.92,3,72.21,51.87,51.69,done
39917,running,cruise,51.72,2.14,0.67,1.00,-3.18,47.89,3,72.40,50.47,51.48,done
39975,running,cruise,51.75,2.17,0.57,1.00,-3.25,47.86,3,72.60,50.47,51.22,done
40033,running,cruise,51.76,2.19,0.16,1.00,-3.18,47.85,3,72.80,52.54,51.70,done
40091,running,cruise,51.77,2.20,0.34,1.00,-3.11,47.84,3,72.99,52.63,52.21,done
40149,running,cruise,51.78,2.22,0.50,1.00,-3.07,47.82,3,73.18,52.63,52.52,done
40207,running,cruise,51.80,2.24,0.38,1.00,-3.07,47.80,3,73.37,52.46,52.66,done
40265,running,cruise,51.81,2.26,0.54,1.00,-3.07,47.78,3,73.56,52.46,52.72,done
40324,running,cruise,51.84,2.29,0.68,1.00,-3.11,47.75,3,73.75,51.95,52.60,done
40390,running,cruise,51.86,2.32,0.66,1.00,-3.16,47.72,3,73.96,51.95,52.50,done
40503,running,cruise,51.90,2.38,0.55,1.00,-3.15,47.66,3,74.33,52.80,52.82,done
40615,running,cruise,51.94,2.42,0.59,1.00,-3.12,47.61,3,74.70,53.31,53.25,done
40692,running,cruise,51.97,2.47,0.70,1.00,-3.06,47.57,3,74.97,54.50,53.83,done
40750,running,cruise,52.00,2.51,1.03,1.00,-3.02,47.53,3,75.16,54.50,54.24,done
40809,running,cruise,52.04,2.56,1.06,1.00,-3.04,47.48,3,75.35,54.13,54.37,done
40867,running,cruise,52.08,2.61,1.01,1.00,-3.07,47.43,3,75.54,54.13,54.42,done
40925,running,cruise,52.11,2.65,0.85,1.00,-3.09,47.39,3,75.73,54.18,54.46,done
40983,running,cruise,52.13,2.69,0.70,1.00,-3.12,47.36,3,75.92,54.18,54.49,done
41041,running,cruise,52.15,2.72,0.54,1.00,-3.11,47.33,3,76.11,54.73,54.68,done
41106,running,cruise,52.17,2.74,0.21,1.00,-3.04,47.31,3,76.32,55.74,55.16,done
41164,running,cruise,52.17,2.75,0.00,1.00,-2.98,47.30,3,76.51,55.74,55.53,done
41226,running,cruise,52.18,2.75,0.21,1.00,-2.97,47.30,3,76.70,55.30,55.63,done
41285,running,cruise,52.18,2.76,0.22,1.00,-2.98,47.29,3,76.89,55.30,55.64,done
41343,running,cruise,52.19,2.78,0.31,1.00,-2.96,47.28,3,77.08,55.74,55.77,done
41401,running,cruise,52.20,2.79,0.39,1.00,-2.95,47.26,3,77.26,55.74,55.90,done
41462,running,cruise,52.22,2.82,0.62,1.00,-2.96,47.23,3,77.45,55.74,55.98,done
41520,running,cruise,52.24,2.85,0.79,1.00,-2.95,47.20,3,77.63,56.28,56.18,done
41583,running,cruise,52.27,2.89,0.62,1.00,-2.95,47.16,3,77.83,56.28,56.37,done
41642,running,cruise,52.29,2.92,0.79,1.00,-2.94,47.13,3,78.01,56.61,56.57,done
41703,running,cruise,52.32,2.97,0.86,1.00,-2.91,47.09,3,78.20,57.21,56.91,done
41761,running,cruise,52.35,3.01,0.75,1.00,-2.89,47.05,3,78.38,57.21,57.17,done
41821,running,cruise,52.37,3.04,0.62,1.00,-2.88,47.02,3,78.57,57.39,57.38,done
41880,running,cruise,52.39,3.08,0.74,1.00,-2.88,46.98,3,78.75,57.39,57.52,done
41939,running,cruise,52.41,3.11,0.65,1.00,-2.86,46.95,3,78.93,57.94,57.77,done
41997,running,cruise,52.43,3.14,0.65,1.00,-2.85,46.92,3,79.11,57.94,57.98,done
42056,running,cruise,52.45,3.17,0.58,1.00,-2.88,46.89,3,79.28,57.43,57.94,done
42116,running,cruise,52.47,3.20,0.46,1.00,-2.86,46.87,3,79.47,58.32,58.14,done
42174,running,cruise,52.48,3.22,0.39,1.00,-2.84,46.85,3,79.64,58.32,58.35,done
42232,running,cruise,52.49,3.24,0.38,1.00,-2.85,46.83,3,79.82,58.02,58.38,done
42292,running,cruise,52.50,3.26,0.34,1.00,-2.86,46.81,3,80.00,58.02,58.37,done
42354,running,cruise,52.52,3.28,0.46,1.00,-2.82,46.79,3,80.19,59.02,58.67,done
42412,running,cruise,52.53,3.31,0.72,1.00,-2.79,46.76,3,80.37,59.00,58.94,done
42470,running,cruise,52.55,3.34,0.65,1.00,-2.79,46.73,3,80.54,59.00,59.09,done
42528,running,cruise,52.57,3.37,0.71,1.00,-2.79,46.70,3,80.71,59.21,59.25,done
42586,running,cruise,52.59,3.41,0.67,1.00,-2.43,46.66,3,80.88,59.21,59.36,done
42644,running,cruise,52.62,3.44,0.76,1.00,-2.43,46.63,3,81.03,59.36,59.46,done
42702,running,cruise,52.64,3.49,0.74,1.00,-2.45,46.59,3,81.18,59.36,59.54,done
