T_ms,lifecycle,substate,x,y,theta_deg,speed,adv_v,turn_v,dist_wp,counter,wps_left,yaw_gyro,yaw_mag,cal_status
129306,running,cruise,-0.36,-8.83,80.84,1.53,2.08,-1.46,8.84,0,1,80.81,81.98,done
129387,running,cruise,-0.35,-8.74,80.93,0.71,2.05,-1.48,8.75,0,1,80.93,81.25,done
129467,running,cruise,-0.34,-8.68,81.05,1.15,2.04,-1.48,8.69,0,1,81.04,81.40,done
129545,running,cruise,-0.32,-8.55,81.16,1.92,1.99,-1.51,8.56,0,1,81.15,81.71,done
129624,running,cruise,-0.29,-8.41,81.27,1.64,1.91,-1.55,8.41,0,1,81.26,81.71,done
129704,running,cruise,-0.28,-8.30,81.39,1.45,1.87,-1.57,8.31,0,1,81.38,81.96,done
129783,running,cruise,-0.26,-8.15,81.47,2.19,1.76,-1.62,8.16,0,1,81.50,79.98,done
129862,running,cruise,-0.23,-8.01,81.58,1.35,1.67,-1.66,8.02,0,1,81.62,79.86,done
129941,running,cruise,-0.22,-7.93,81.70,1.20,1.64,-1.68,7.94,0,1,81.75,79.41,done
130019,running,cruise,-0.20,-7.78,81.82,2.53,1.53,-1.73,7.78,0,1,81.87,79.41,done
130098,running,cruise,-0.18,-7.61,82.01,1.44,1.44,-1.78,7.61,0,1,82.00,82.44,done
130178,running,cruise,-0.17,-7.54,82.09,0.92,1.39,-1.80,7.54,0,1,82.14,79.44,done
130256,running,cruise,-0.15,-7.41,82.22,2.02,1.31,-1.84,7.42,0,1,82.27,79.80,done
130333,running,cruise,-0.13,-7.28,82.36,1.57,1.21,-1.90,7.28,0,1,82.41,79.80,done
130411,running,cruise,-0.12,-7.17,82.52,1.43,1.15,-1.92,7.17,0,1,82.55,81.12,done
130489,running,cruise,-0.10,-7.02,82.68,2.27,1.04,-1.98,7.02,0,1,82.69,82.23,done
130566,running,cruise,-0.07,-6.84,82.76,2.18,1.00,-2.10,6.84,0,1,82.84,78.90,done
130643,running,cruise,-0.06,-6.69,82.93,2.08,1.00,-2.17,6.69,0,1,83.00,79.70,done
130721,running,cruise,-0.03,-6.51,83.09,2.51,1.00,-2.28,6.51,0,1,83.16,79.70,done
130798,running,cruise,-0.01,-6.33,83.26,2.33,1.00,-2.41,6.33,0,1,83.33,79.62,done
130875,running,cruise,0.01,-6.14,83.42,2.63,1.00,-2.56,6.14,0,1,83.51,79.11,done
130983,running,cruise,0.04,-5.90,83.68,2.20,1.00,-2.75,5.90,0,1,83.76,79.38,done
131087,running,cruise,0.06,-5.65,83.95,2.43,1.00,-3.00,5.65,0,1,84.06,78.56,done
131163,running,cruise,0.08,-5.46,84.20,2.68,1.00,-3.21,5.46,0,1,84.29,80.12,done
131241,running,cruise,0.10,-5.26,84.44,2.44,1.00,-3.45,5.26,0,1,84.53,80.12,done
131318,running,cruise,0.12,-5.07,84.67,2.55,1.00,-3.74,5.07,0,1,84.79,78.63,done
131395,running,cruise,0.14,-4.86,84.96,2.69,1.00,-4.10,4.86,0,1,85.07,79.09,done
131473,running,cruise,0.16,-4.69,85.27,1.77,1.00,-4.40,4.70,0,1,85.39,79.54,done
131551,running,cruise,0.17,-4.57,85.60,1.46,1.00,-4.58,4.58,0,1,85.72,79.54,done
131627,running,cruise,0.17,-4.45,85.96,1.76,1.00,-4.80,4.45,0,1,86.06,80.91,done
131704,running,cruise,0.18,-4.33,86.28,1.37,1.00,-5.05,4.33,0,1,86.42,79.26,done
131781,running,cruise,0.19,-4.23,86.68,1.15,1.00,-5.16,4.24,0,1,86.79,81.16,done
131859,running,cruise,0.19,-4.15,87.08,1.09,1.00,-5.27,4.15,0,1,87.18,82.16,done
131936,running,cruise,0.20,-4.07,87.46,0.99,1.00,-5.36,4.07,0,1,87.57,82.16,done
132014,running,braking,0.20,-3.98,87.83,1.19,0.78,-5.11,3.99,0,1,87.97,80.83,done
132091,running,braking,0.20,-3.86,88.19,1.73,0.00,-3.19,3.87,0,1,88.30,82.95,done
132167,running,dwelling,0.21,-3.78,88.34,0.30,0.00,-1.28,3.79,596,1,88.48,81.31,done
132244,running,dwelling,0.21,-3.77,88.38,0.38,0.00,0.00,3.78,586,1,88.53,81.31,done
132321,running,dwelling,0.21,-3.71,88.40,0.73,0.00,0.00,3.72,576,1,88.52,82.21,done
132398,running,dwelling,0.21,-3.69,88.39,0.10,0.00,0.00,3.69,566,1,88.52,81.83,done
132475,running,dwelling,0.21,-3.66,88.37,0.55,0.00,0.00,3.67,556,1,88.52,80.98,done
132552,running,dwelling,0.21,-3.61,88.37,0.60,0.00,0.00,3.62,546,1,88.52,80.98,done
132629,running,dwelling,0.21,-3.58,88.44,0.31,0.00,0.00,3.59,536,1,88.52,84.59,done
132706,running,dwelling,0.21,-3.55,88.38,0.65,0.00,0.00,3.55,526,1,88.52,81.80,done
132782,running,dwelling,0.22,-3.49,88.41,0.84,0.00,0.00,3.49,516,1,88.52,83.10,done
132860,running,dwelling,0.22,-3.42,88.41,0.77,0.00,0.00,3.43,506,1,88.51,83.10,done
132937,running,dwelling,0.22,-3.36,88.37,0.99,0.00,0.00,3.36,496,1,88.51,81.52,done
133014,running,dwelling,0.22,-3.28,88.37,1.03,0.00,0.00,3.28,486,1,88.51,81.28,done
133091,running,dwelling,0.22,-3.21,88.37,0.81,0.00,0.00,3.21,476,1,88.51,81.30,done
133168,running,dwelling,0.23,-3.15,88.37,0.70,0.00,0.00,3.16,466,1,88.51,81.30,done
133245,running,dwelling,0.23,-3.10,88.36,0.46,0.00,0.00,3.11,456,1,88.51,81.24,done
133321,running,dwelling,0.23,-3.08,88.34,0.25,0.00,0.00,3.08,446,1,88.51,79.98,done
133398,running,dwelling,0.23,-3.06,88.39,0.15,0.00,0.00,3.07,436,1,88.51,82.65,done
133475,running,dwelling,0.23,-3.05,88.39,0.08,0.00,0.00,3.06,426,1,88.50,82.65,done
133552,running,dwelling,0.23,-3.05,88.42,-0.06,0.00,0.00,3.06,416,1,88.50,84.16,done
133630,running,dwelling,0.23,-3.06,88.39,-0.07,0.00,0.00,3.07,406,1,88.50,82.65,done
133706,running,dwelling,0.23,-3.06,88.34,0.07,0.00,0.00,3.07,396,1,88.50,80.64,done
133783,running,dwelling,0.23,-3.05,88.37,0.23,0.00,0.00,3.06,386,1,88.50,82.09,done
133860,running,dwelling,0.23,-3.04,88.37,0.04,0.00,0.00,3.04,376,1,88.50,82.09,done
133938,running,dwelling,0.23,-3.03,88.37,0.06,0.00,0.00,3.04,366,1,88.50,81.97,done
134014,running,dwelling,0.23,-3.03,88.36,0.01,0.00,0.00,3.04,356,1,88.50,81.47,done
134091,running,dwelling,0.23,-3.02,88.35,0.09,0.00,0.00,3.03,346,1,88.50,81.28,done
134168,running,dwelling,0.23,-3.03,88.35,-0.10,0.00,0.00,3.04,336,1,88.49,81.28,done
134244,running,dwelling,0.23,-3.03,88.35,0.07,0.00,0.00,3.04,326,1,88.49,81.23,done
134322,running,dwelling,0.23,-3.02,88.39,0.25,0.00,0.00,3.03,316,1,88.49,83.30,done
134398,running,dwelling,0.23,-3.00,88.37,0.20,0.00,0.00,3.01,306,1,88.49,82.69,done
134476,running,dwelling,0.23,-2.99,88.37,0.11,0.00,0.00,3.00,296,1,88.49,82.69,done
134553,running,dwelling,0.23,-2.98,88.34,0.01,0.00,0.00,2.99,286,1,88.49,81.25,done
134630,running,dwelling,0.23,-2.98,88.39,0.20,0.00,0.00,2.99,276,1,88.49,83.64,done
134707,running,dwelling,0.23,-2.95,88.36,0.36,0.00,0.00,2.96,266,1,88.48,82.15,done
134784,running,dwelling,0.23,-2.94,88.36,-0.06,0.00,0.00,2.95,256,1,88.48,82.15,done
134860,running,dwelling,0.23,-2.95,88.35,-0.02,0.00,0.00,2.96,246,1,88.48,82.03,done
134938,running,dwelling,0.23,-2.94,88.37,0.19,0.00,0.00,2.95,236,1,88.48,82.97,done
135015,running,dwelling,0.23,-2.94,88.35,-0.14,0.00,0.00,2.95,226,1,88.48,82.01,done
135092,running,dwelling,0.23,-2.95,88.35,-0.13,0.00,0.00,2.96,216,1,88.48,82.01,done
135174,running,dwelling,0.23,-2.96,88.36,-0.04,0.00,0.00,2.97,206,1,88.48,82.72,done
135254,running,dwelling,0.23,-2.96,88.37,-0.05,0.00,0.00,2.97,196,1,88.48,83.44,done
135331,running,dwelling,0.23,-2.96,88.35,0.07,0.00,0.00,2.97,186,1,88.47,82.19,done
135410,running,dwelling,0.23,-2.95,88.36,0.27,0.00,0.00,2.95,176,1,88.47,83.03,done
135491,running,dwelling,0.23,-2.93,88.36,0.12,0.00,0.00,2.94,166,1,88.47,83.03,done
135572,running,dwelling,0.23,-2.93,88.36,-0.03,0.00,0.00,2.94,156,1,88.47,83.17,done
135652,running,dwelling,0.23,-2.92,88.34,0.11,0.00,0.00,2.93,146,1,88.50,80.81,done
135730,running,dwelling,0.23,-2.92,88.34,-0.11,0.00,0.00,2.93,136,1,88.49,80.58,done
135807,running,dwelling,0.23,-2.94,88.36,-0.26,0.00,0.00,2.95,126,1,88.49,81.78,done
135886,running,dwelling,0.23,-2.94,88.37,0.13,0.00,0.00,2.95,116,1,88.49,82.25,done
135966,running,dwelling,0.23,-2.94,88.33,-0.06,0.00,0.00,2.95,106,1,88.49,80.69,done
136044,running,dwelling,0.23,-2.95,88.36,-0.12,0.00,0.00,2.96,96,1,88.49,82.16,done
136122,running,dwelling,0.23,-2.93,88.37,0.45,0.00,0.00,2.94,86,1,88.49,82.61,done
136199,running,dwelling,0.23,-2.90,88.37,0.21,0.00,0.00,2.91,76,1,88.48,82.61,done
136279,running,dwelling,0.23,-2.91,88.36,-0.11,0.00,0.00,2.91,66,1,88.48,82.14,done
136355,running,dwelling,0.23,-2.91,88.34,-0.06,0.00,0.00,2.92,56,1,88.48,81.32,done
136433,running,dwelling,0.23,-2.92,88.33,-0.15,0.00,0.00,2.93,46,1,88.48,80.87,done
136513,running,dwelling,0.23,-2.93,88.33,-0.09,0.00,0.00,2.94,36,1,88.48,80.87,done
136590,running,dwelling,0.23,-2.93,88.33,0.01,0.00,0.00,2.94,26,1,88.48,80.94,done
136667,running,dwelling,0.23,-2.93,88.30,0.13,0.00,0.00,2.94,16,1,88.47,79.87,done
136744,running,dwelling,0.23,-2.91,88.33,0.23,0.00,0.00,2.92,6,1,88.47,81.18,done
136820,running,final_align,0.23,-2.90,88.35,0.19,0.00,0.54,0.00,0,0,88.47,82.60,done
136898,running,final_align,0.23,-2.88,88.27,0.17,0.00,2.49,0.00,0,0,88.38,82.95,done
136975,running,final_align,0.23,-2.88,88.04,-0.12,0.00,4.42,0.00,0,0,88.14,83.03,done
137051,running,final_align,0.23,-2.89,87.67,-0.05,0.00,6.32,0.00,0,0,87.77,82.85,done
137129,running,final_align,0.23,-2.88,87.11,0.44,0.00,8.26,0.00,0,0,87.25,80.38,done
137206,running,final_align,0.24,-2.83,86.47,0.58,0.00,10.18,0.00,0,0,86.59,80.38,done
137282,running,final_align,0.24,-2.76,85.70,1.36,0.00,12.09,0.00,0,0,85.79,81.12,done
137359,running,final_align,0.25,-2.65,84.74,1.47,0.00,14.02,0.00,0,0,84.85,79.39,done
137436,running,final_align,0.26,-2.54,83.65,1.39,0.00,15.95,0.00,0,0,83.76,78.35,done
137513,running,final_align,0.28,-2.41,82.46,1.95,0.00,17.86,0.00,0,0,82.54,78.35,done
137590,running,final_align,0.30,-2.25,81.11,2.25,0.00,18.00,0.00,0,0,81.21,76.42,done
137667,running,final_align,0.33,-2.06,79.77,2.68,0.00,18.00,0.00,0,0,79.89,73.73,done
137743,running,final_align,0.37,-1.85,78.43,2.68,0.00,18.00,0.00,0,0,78.57,71.64,done
137820,running,final_align,0.42,-1.64,77.12,2.80,0.00,18.00,0.00,0,0,77.23,71.64,done
137897,running,final_align,0.47,-1.43,75.80,2.99,0.00,18.00,0.00,0,0,75.92,69.84,done
137974,running,final_align,0.52,-1.22,74.48,2.48,0.00,18.00,0.00,0,0,74.59,69.03,done
138051,running,final_align,0.57,-1.05,73.10,2.07,0.00,18.00,0.00,0,0,73.25,65.80,done
138128,running,final_align,0.62,-0.90,71.81,2.12,0.00,18.00,0.00,0,0,71.93,65.80,done
138204,running,final_align,0.67,-0.75,70.49,2.16,0.00,18.00,0.00,0,0,70.61,64.64,done
138281,running,final_align,0.72,-0.61,69.14,1.69,0.00,18.00,0.00,0,0,69.27,62.51,done
138358,running,final_align,0.77,-0.49,67.80,1.81,0.00,18.00,0.00,0,0,67.96,60.15,done
138435,running,final_align,0.83,-0.36,66.50,1.66,0.00,18.00,0.00,0,0,66.63,60.15,done
138512,running,final_align,0.87,-0.26,65.14,1.16,0.00,18.00,0.00,0,0,65.29,57.83,done
138589,running,final_align,0.91,-0.18,63.83,1.29,0.00,18.00,0.00,0,0,63.96,57.22,done
138666,running,final_align,0.96,-0.08,62.51,1.59,0.00,18.00,0.00,0,0,62.64,55.95,done
138743,running,final_align,1.01,0.02,61.20,1.26,0.00,18.00,0.00,0,0,61.31,55.95,done
138820,running,final_align,1.05,0.09,59.87,1.10,0.00,18.00,0.00,0,0,59.98,54.52,done
138896,running,final_align,1.10,0.17,58.54,1.17,0.00,18.00,0.00,0,0,58.66,52.55,done
138974,running,final_align,1.15,0.25,57.18,1.24,0.00,18.00,0.00,0,0,57.32,50.28,done
139116,running,final_align,1.20,0.33,55.85,1.15,0.00,18.00,0.00,0,0,56.01,48.24,done
139241,running,final_align,1.24,0.38,52.57,0.03,0.00,18.00,0.00,0,0,52.71,45.49,done
139318,running,final_align,1.33,0.49,51.21,3.03,0.00,18.00,0.00,0,0,51.38,43.00,done
139395,running,final_align,1.46,0.66,49.91,1.81,0.00,18.00,0.00,0,0,50.06,42.88,done
139472,running,final_align,1.52,0.72,48.56,1.32,0.00,18.00,0.00,0,0,48.73,40.02,done
139549,running,final_align,1.64,0.86,47.24,3.06,0.00,18.00,0.00,0,0,47.38,40.02,done
139626,running,final_align,1.81,1.04,45.92,3.10,0.00,18.00,0.00,0,0,46.07,38.75,done
139702,running,final_align,1.97,1.20,44.60,3.03,0.00,18.00,0.00,0,0,44.75,36.82,done
139779,running,final_align,2.13,1.36,43.24,2.48,0.00,18.00,0.00,0,0,43.42,34.53,done
139856,running,final_align,2.25,1.46,41.95,1.99,0.00,18.00,0.00,0,0,42.10,34.53,done
139932,running,final_align,2.38,1.58,40.61,2.57,0.00,18.00,0.00,0,0,40.77,32.44,done
140010,running,final_align,2.54,1.71,39.27,2.80,0.00,18.00,0.00,0,0,39.44,30.96,done
140086,running,final_align,2.69,1.83,37.93,2.16,0.00,18.00,0.00,0,0,38.11,28.96,done
140163,running,final_align,2.83,1.94,36.64,2.34,0.00,18.00,0.00,0,0,36.80,28.96,done
140240,running,final_align,2.99,2.05,35.30,2.61,0.00,18.00,0.00,0,0,35.46,27.49,done
140317,running,final_align,3.13,2.15,33.96,2.00,0.00,18.00,0.00,0,0,34.15,24.95,done
140393,running,final_align,3.24,2.22,32.61,1.46,0.00,18.00,0.00,0,0,32.82,22.09,done
140471,running,final_align,3.34,2.28,31.26,1.57,0.00,18.00,0.00,0,0,31.48,20.63,done
140547,running,final_align,3.43,2.34,29.97,1.22,0.00,18.00,0.00,0,0,30.16,20.63,done
140624,running,final_align,3.49,2.37,28.65,0.53,0.00,18.00,0.00,0,0,28.84,19.49,done
140701,running,final_align,3.51,2.38,27.28,0.13,0.00,18.00,0.00,0,0,27.50,16.52,done
140777,running,final_align,3.52,2.39,25.95,0.18,0.00,18.00,0.00,0,0,26.19,14.15,done
140853,running,final_align,3.53,2.39,24.66,-0.00,0.00,18.00,0.00,0,0,24.87,14.15,done
140931,running,final_align,3.49,2.38,23.32,-1.00,0.00,18.00,0.00,0,0,23.53,12.89,done
141008,running,final_align,3.40,2.34,21.99,-1.39,0.00,18.00,0.00,0,0,22.21,11.26,done
141084,running,final_align,3.31,2.30,20.65,-1.26,0.00,18.00,0.00,0,0,20.89,9.03,done
141161,running,final_align,3.20,2.26,19.35,-1.74,0.00,18.00,0.00,0,0,19.56,9.03,done
141238,running,final_align,3.05,2.21,18.02,-2.07,0.00,18.00,0.00,0,0,18.23,7.46,done
141314,running,final_align,2.92,2.17,16.69,-1.84,0.00,18.00,0.00,0,0,16.92,5.45,done
141391,running,final_align,2.77,2.13,15.34,-2.15,0.00,18.00,0.00,0,0,15.59,3.29,done
141471,running,final_align,2.59,2.08,14.00,-2.38,0.00,18.00,0.00,0,0,14.22,3.29,done
141555,running,final_align,2.38,2.03,12.56,-2.71,0.00,18.00,0.00,0,0,12.77,2.29,done
141633,running,final_align,2.18,1.99,11.20,-2.51,0.00,18.00,0.00,0,0,11.42,0.60,done
141710,running,final_align,2.01,1.96,9.84,-2.01,0.00,18.00,0.00,0,0,10.08,-1.82,done
141792,running,final_align,1.84,1.93,8.42,-2.51,0.00,18.00,0.00,0,0,8.67,-3.59,done
141872,running,final_align,1.62,1.90,7.07,-2.93,0.00,18.00,0.00,0,0,7.29,-3.59,done
141952,running,final_align,1.39,1.88,5.71,-2.74,0.00,18.00,0.00,0,0,5.92,-4.49,done
