T_ms,lifecycle,substate,x,y,theta_deg,speed,adv_v,turn_v,dist_wp,counter,wps_left,yaw_gyro,yaw_mag,cal_status
48562,running,cruise,57.00,-17.73,-88.52,2.85,2.86,1.07,33.02,0,3,-88.20,-104.37,done
48641,running,cruise,57.01,-17.96,-88.61,2.89,2.78,1.11,32.80,0,3,-88.28,-104.98,done
48718,running,cruise,57.01,-18.16,-88.68,2.44,2.70,1.15,32.60,0,3,-88.36,-104.51,done
48798,running,cruise,57.02,-18.36,-88.79,2.47,2.64,1.18,32.41,0,3,-88.45,-105.71,done
48876,running,cruise,57.02,-18.55,-88.88,2.39,2.57,1.21,32.23,0,3,-88.53,-105.71,done
48954,running,cruise,57.02,-18.73,-88.97,2.23,2.50,1.25,32.05,0,3,-88.63,-105.57,done
49037,running,cruise,57.03,-18.91,-89.08,2.18,2.43,1.28,31.87,0,3,-88.73,-106.32,done
49115,running,cruise,57.03,-19.08,-89.12,2.20,2.34,1.33,31.71,0,3,-88.82,-103.63,done
49192,running,cruise,57.03,-19.25,-89.20,2.18,2.56,0.96,31.55,0,3,-88.91,-103.63,done
49270,running,cruise,57.03,-19.40,-89.30,1.85,2.87,0.98,31.40,0,3,-88.98,-105.11,done
49347,running,cruise,57.04,-19.56,-89.38,2.21,3.01,1.00,31.24,0,3,-89.05,-105.48,done
49425,running,cruise,57.04,-19.73,-89.43,2.17,2.95,1.02,31.07,0,3,-89.12,-104.46,done
49502,running,cruise,57.04,-19.89,-89.47,1.97,2.89,1.05,30.92,0,3,-89.20,-102.63,done
49579,running,cruise,57.04,-20.06,-89.54,2.39,2.84,1.08,30.76,0,3,-89.28,-102.63,done
49656,running,cruise,57.04,-20.24,-89.60,2.27,2.77,1.11,30.58,0,3,-89.36,-101.66,done
49734,running,cruise,57.04,-20.41,-89.76,1.97,2.75,1.13,30.42,0,3,-89.44,-105.33,done
49811,running,cruise,57.04,-20.57,-89.82,2.35,2.68,1.16,30.26,0,3,-89.52,-104.28,done
49932,running,cruise,57.04,-20.87,-89.95,2.47,2.57,1.22,29.97,0,3,-89.66,-104.29,done
50010,running,cruise,57.04,-21.04,-90.06,2.00,2.51,1.24,29.80,0,3,-89.75,-105.29,done
50087,running,cruise,57.04,-21.21,-90.15,2.46,2.48,1.17,29.64,0,3,-89.84,-105.29,done
50164,running,cruise,57.04,-21.40,-90.24,2.20,2.79,0.95,29.46,0,3,-89.92,-105.92,done
50242,running,cruise,57.04,-21.56,-90.35,2.10,3.06,0.97,29.30,0,3,-89.99,-107.93,done
50319,running,cruise,57.04,-21.75,-90.38,2.81,3.00,1.00,29.12,0,3,-90.06,-106.38,done
50397,running,cruise,57.04,-21.99,-90.46,3.19,2.92,1.04,28.88,0,3,-90.13,-106.38,done
50475,running,cruise,57.04,-22.22,-90.49,2.82,2.82,1.09,28.65,0,3,-90.21,-104.13,done
50552,running,cruise,57.04,-22.45,-90.54,3.19,2.73,1.14,28.43,0,3,-90.29,-102.59,done
50629,running,cruise,57.03,-22.72,-90.67,3.59,2.63,1.18,28.17,0,3,-90.38,-104.79,done
50707,running,cruise,57.03,-22.96,-90.75,2.66,2.53,1.24,27.94,0,3,-90.47,-104.79,done
50784,running,cruise,57.03,-23.16,-90.80,2.65,2.42,1.29,27.74,0,3,-90.56,-102.54,done
50861,running,cruise,57.02,-23.35,-90.93,2.21,2.58,0.99,27.56,0,3,-90.65,-104.68,done
50940,running,cruise,57.02,-23.49,-90.95,1.40,2.89,1.01,27.43,0,3,-90.72,-102.14,done
51017,running,cruise,57.02,-23.60,-90.97,2.00,2.93,1.04,27.31,0,3,-90.80,-99.32,done
51094,running,cruise,57.02,-23.80,-91.04,2.65,2.87,1.07,27.12,0,3,-90.87,-99.32,done
51171,running,cruise,57.01,-23.96,-91.15,1.65,2.83,1.09,26.97,0,3,-90.95,-100.76,done
51248,running,cruise,57.01,-24.07,-91.37,1.51,2.85,1.07,26.86,0,3,-91.03,-107.77,done
51326,running,cruise,57.01,-24.23,-91.34,2.33,2.77,1.12,26.71,0,3,-91.11,-102.43,done
51403,running,cruise,57.00,-24.40,-91.42,2.08,2.71,1.14,26.54,0,3,-91.19,-102.43,done
51481,running,cruise,57.00,-24.55,-91.56,1.96,2.68,1.16,26.39,0,3,-91.28,-105.28,done
51559,running,cruise,56.99,-24.73,-91.62,2.55,2.61,1.19,26.22,0,3,-91.37,-104.19,done
51636,running,cruise,56.99,-24.92,-91.75,2.33,2.55,1.22,26.04,0,3,-91.45,-106.25,done
51713,running,cruise,56.98,-25.09,-91.84,2.33,2.48,1.26,25.87,0,3,-91.55,-106.25,done
51790,running,cruise,56.98,-25.29,-91.93,2.73,2.39,1.30,25.67,0,3,-91.64,-106.02,done
51868,running,cruise,56.97,-25.49,-92.00,2.30,2.70,1.04,25.48,0,3,-91.72,-105.41,done
51946,running,cruise,56.96,-25.67,-92.07,2.44,2.88,1.06,25.31,0,3,-91.80,-105.59,done
52023,running,cruise,56.95,-25.90,-92.15,3.47,2.80,1.10,25.08,0,3,-91.88,-105.59,done
52101,running,cruise,56.94,-26.17,-92.21,3.34,2.69,1.16,24.82,0,3,-91.96,-104.40,done
52178,running,cruise,56.93,-26.43,-92.30,3.40,2.58,1.21,24.56,0,3,-92.05,-104.58,done
52255,running,cruise,56.92,-26.66,-92.37,2.48,2.48,1.26,24.35,0,3,-92.14,-103.87,done
52332,running,cruise,56.92,-26.84,-92.49,2.41,2.42,1.29,24.17,0,3,-92.23,-105.10,done
52410,running,cruise,56.91,-27.04,-92.59,2.69,2.33,1.33,23.98,0,3,-92.33,-105.50,done
52487,running,cruise,56.90,-27.24,-92.70,2.62,2.24,1.38,23.78,0,3,-92.43,-106.21,done
52564,running,cruise,56.89,-27.44,-92.83,2.35,2.46,1.12,23.59,0,3,-92.52,-108.09,done
52642,running,cruise,56.88,-27.61,-92.79,2.11,2.67,1.16,23.42,0,3,-92.60,-101.86,done
52719,running,cruise,56.87,-27.79,-92.87,2.64,2.61,1.20,23.25,0,3,-92.69,-101.86,done
52796,running,cruise,56.86,-28.01,-93.07,2.65,2.57,1.22,23.04,0,3,-92.78,-107.49,done
52873,running,cruise,56.85,-28.20,-93.13,2.26,2.49,1.26,22.86,0,3,-92.87,-106.05,done
52952,running,cruise,56.84,-28.35,-93.20,2.05,2.42,1.29,22.70,0,3,-92.96,-104.86,done
53029,running,cruise,56.83,-28.53,-93.30,2.50,2.35,1.32,22.53,0,3,-93.06,-104.86,done
53106,running,cruise,56.82,-28.72,-93.52,2.41,2.32,1.34,22.35,0,3,-93.16,-111.36,done
53184,running,cruise,56.81,-28.91,-93.56,2.65,2.21,1.40,22.16,0,3,-93.26,-108.18,done
53261,running,cruise,56.80,-29.11,-93.61,2.39,2.09,1.45,21.96,0,3,-93.36,-105.68,done
53338,running,cruise,56.78,-29.29,-93.71,2.15,2.12,1.21,21.79,0,3,-93.47,-105.68,done
53416,running,cruise,56.77,-29.44,-93.77,1.61,2.43,1.24,21.65,0,3,-93.56,-103.93,done
53494,running,cruise,56.77,-29.55,-93.91,1.55,2.52,1.24,21.54,0,3,-93.65,-106.72,done
53571,running,cruise,56.76,-29.67,-94.00,1.62,2.48,1.26,21.42,0,3,-93.74,-106.43,done
53648,running,cruise,56.75,-29.82,-94.09,2.25,2.43,1.28,21.28,0,3,-93.84,-106.43,done
53726,running,cruise,56.74,-29.97,-94.17,1.33,2.38,1.31,21.14,0,3,-93.93,-105.78,done
53803,running,cruise,56.73,-30.04,-94.34,0.99,2.40,1.30,21.06,0,3,-94.03,-109.61,done
53880,running,cruise,56.72,-30.15,-94.41,1.45,2.36,1.32,20.96,0,3,-94.13,-108.53,done
53958,running,cruise,56.72,-30.25,-94.39,1.26,2.29,1.36,20.86,0,3,-94.22,-102.51,done
54040,running,cruise,56.71,-30.34,-94.49,1.19,2.27,1.36,20.77,0,3,-94.33,-102.51,done
54123,running,cruise,56.70,-30.45,-94.59,1.45,2.24,1.38,20.66,0,3,-94.44,-101.82,done
54203,running,cruise,56.69,-30.58,-94.73,1.74,2.21,1.39,20.54,0,3,-94.54,-104.13,done
54281,running,cruise,56.68,-30.73,-94.84,1.90,2.16,1.42,20.40,0,3,-94.65,-104.25,done
54361,running,cruise,56.67,-30.87,-94.92,1.85,2.09,1.45,20.26,0,3,-94.76,-103.20,done
54440,running,cruise,56.65,-31.05,-95.03,2.60,2.01,1.50,20.09,0,3,-94.87,-103.20,done
54519,running,cruise,56.63,-31.24,-95.22,2.16,2.17,1.26,19.90,0,3,-94.97,-107.19,done
54599,running,cruise,56.62,-31.37,-95.25,1.33,2.42,1.29,19.77,0,3,-95.07,-104.10,done
54682,running,cruise,56.61,-31.52,-95.43,2.35,2.40,1.30,19.62,0,3,-95.17,-108.08,done
54762,running,cruise,56.59,-31.68,-95.53,1.44,2.34,1.33,19.47,0,3,-95.27,-108.08,done
54841,running,cruise,56.58,-31.77,-95.62,1.02,2.33,1.34,19.39,0,3,-95.37,-107.98,done
54923,running,cruise,56.57,-31.85,-95.68,1.14,2.30,1.35,19.31,0,3,-95.48,-105.72,done
55000,running,cruise,56.56,-31.95,-95.81,1.23,2.28,1.36,19.21,0,3,-95.58,-107.36,done
55078,running,cruise,56.56,-32.03,-95.91,0.95,2.27,1.37,19.13,0,3,-95.68,-107.06,done
55161,running,cruise,56.55,-32.11,-96.01,1.23,2.26,1.37,19.05,0,3,-95.79,-107.06,done
55238,running,cruise,56.53,-32.25,-96.13,2.00,2.21,1.39,18.92,0,3,-95.89,-107.85,done
55315,running,cruise,56.52,-32.39,-96.22,1.83,2.15,1.42,18.77,0,3,-95.99,-107.48,done
55393,running,cruise,56.50,-32.54,-96.23,2.02,2.05,1.47,18.63,0,3,-96.10,-102.60,done
55471,running,cruise,56.48,-32.73,-96.33,2.66,1.96,1.52,18.45,0,3,-96.21,-102.60,done
55548,running,cruise,56.46,-32.93,-96.53,2.58,1.88,1.56,18.25,0,3,-96.32,-106.78,done
55626,running,cruise,56.44,-33.12,-96.62,2.09,2.14,1.36,18.07,0,3,-96.42,-106.13,done
55703,running,cruise,56.42,-33.26,-96.74,1.86,2.25,1.38,17.93,0,3,-96.52,-107.36,done
55780,running,cruise,56.40,-33.42,-96.85,2.43,2.19,1.41,17.77,0,3,-96.63,-108.02,done
55858,running,cruise,56.38,-33.61,-96.96,2.29,2.11,1.45,17.58,0,3,-96.73,-108.02,done
55935,running,cruise,56.36,-33.77,-97.02,2.06,2.03,1.49,17.43,0,3,-96.84,-106.07,done
56012,running,cruise,56.34,-33.95,-97.16,2.51,1.96,1.52,17.26,0,3,-96.95,-107.35,done
56089,running,cruise,56.31,-34.16,-97.28,2.80,1.85,1.57,17.05,0,3,-97.06,-108.03,done
56166,running,cruise,56.28,-34.37,-97.40,2.71,1.74,1.63,16.85,0,3,-97.18,-108.03,done
56243,running,cruise,56.25,-34.58,-97.48,3.04,1.60,1.70,16.64,0,3,-97.30,-106.05,done
56321,running,cruise,56.22,-34.83,-97.67,3.05,1.69,1.52,16.40,0,3,-97.42,-109.79,done
56398,running,cruise,56.19,-35.03,-97.72,2.44,1.84,1.58,16.20,0,3,-97.54,-106.53,done
56476,running,cruise,56.16,-35.25,-97.83,3.19,1.73,1.64,15.99,0,3,-97.66,-106.53,done
56554,running,cruise,56.13,-35.50,-97.89,3.05,1.56,1.72,15.74,0,3,-97.78,-103.26,done
56631,running,cruise,56.11,-35.65,-97.99,1.10,1.48,1.76,15.59,0,3,-97.91,-102.28,done
56708,running,cruise,56.11,-35.67,-98.10,-0.32,1.50,1.75,15.58,0,3,-98.04,-101.14,done
56786,running,cruise,56.11,-35.63,-98.22,-0.78,1.58,1.71,15.62,0,3,-98.16,-101.14,done
56862,running,cruise,56.13,-35.52,-98.38,-1.92,1.72,1.64,15.72,0,3,-98.29,-102.84,done
56941,running,cruise,56.15,-35.36,-98.59,-2.24,1.91,1.54,15.88,0,3,-98.41,-107.41,done
57018,running,cruise,56.18,-35.21,-98.70,-1.55,2.05,1.47,16.03,0,3,-98.52,-107.73,done
57096,running,cruise,56.18,-35.14,-98.84,-0.26,2.14,1.43,16.09,0,3,-98.63,-109.14,done
57173,running,cruise,56.18,-35.17,-98.94,0.69,2.16,1.42,16.07,0,3,-98.73,-109.14,done
57250,running,cruise,56.17,-35.24,-99.05,1.29,2.15,1.42,16.00,0,3,-98.84,-109.53,done
57327,running,cruise,56.15,-35.38,-99.15,2.18,2.10,1.45,15.86,0,3,-98.94,-109.19,done
57404,running,cruise,56.12,-35.58,-99.31,2.66,2.02,1.49,15.67,0,3,-99.05,-111.91,done
57483,running,cruise,56.09,-35.71,-99.42,0.93,1.97,1.51,15.53,0,3,-99.16,-111.91,done
57560,running,cruise,56.09,-35.75,-99.46,0.46,1.96,1.52,15.49,0,3,-99.27,-108.71,done
57637,running,cruise,56.08,-35.79,-99.59,0.39,1.98,1.51,15.46,0,3,-99.38,-109.68,done
57715,running,cruise,56.08,-35.79,-99.65,-0.53,2.01,1.50,15.46,0,3,-99.50,-107.46,done
57791,running,cruise,56.09,-35.72,-99.76,-1.05,2.09,1.45,15.53,0,3,-99.60,-107.46,done
57869,running,cruise,56.11,-35.64,-99.93,-0.83,2.20,1.40,15.60,0,3,-99.71,-110.54,done
57999,running,cruise,56.12,-35.57,-100.07,-0.23,2.30,1.35,15.67,0,3,-99.87,-109.83,done
58100,running,cruise,56.11,-35.62,-100.16,0.98,2.30,1.35,15.63,0,3,-100.01,-107.40,done
58178,running,cruise,56.10,-35.69,-100.34,0.83,2.33,1.34,15.56,0,3,-100.11,-111.52,done
58256,running,cruise,56.08,-35.75,-100.42,0.96,2.32,1.34,15.49,0,3,-100.21,-111.09,done
58333,running,cruise,56.07,-35.83,-100.51,1.02,2.30,1.35,15.41,0,3,-100.31,-110.41,done
58409,running,cruise,56.06,-35.88,-100.58,0.19,2.30,1.35,15.37,0,3,-100.40,-109.37,done
58488,running,cruise,56.06,-35.87,-100.71,-0.23,2.35,1.33,15.37,0,3,-100.50,-110.91,done
58566,running,cruise,56.07,-35.86,-100.78,-0.29,2.39,1.31,15.39,0,3,-100.60,-109.61,done
58643,running,cruise,56.07,-35.82,-100.95,-0.52,2.47,1.27,15.42,0,3,-100.70,-113.32,done
58720,running,cruise,56.08,-35.78,-100.91,-0.39,2.48,1.26,15.46,0,3,-100.79,-106.82,done
58798,running,cruise,56.08,-35.80,-101.00,0.69,2.50,1.25,15.45,0,3,-100.88,-106.82,done
58875,running,cruise,56.07,-35.85,-101.18,0.72,2.54,1.23,15.39,0,3,-100.97,-111.58,done
58953,running,cruise,56.05,-35.92,-101.23,0.97,2.52,1.24,15.33,0,3,-101.06,-109.33,done
59030,running,cruise,56.04,-36.00,-101.34,1.01,2.51,1.24,15.25,0,3,-101.15,-110.27,done
59107,running,cruise,56.03,-36.05,-101.43,0.33,2.51,1.24,15.20,0,3,-101.24,-110.27,done
59185,running,cruise,56.03,-36.04,-101.58,-0.30,2.58,1.21,15.20,0,3,-101.34,-113.60,done
59262,running,cruise,56.03,-36.03,-101.63,-0.14,2.61,1.20,15.22,0,3,-101.42,-111.90,done
59338,running,cruise,56.03,-36.02,-101.66,-0.11,2.62,1.19,15.23,0,3,-101.51,-108.92,done
59417,running,cruise,56.04,-36.01,-101.74,-0.11,2.66,1.17,15.24,0,3,-101.60,-108.92,done
59493,running,cruise,56.04,-36.01,-101.85,0.22,2.70,1.15,15.24,0,3,-101.68,-110.27,done
59570,running,cruise,56.03,-36.05,-101.95,0.69,2.72,1.14,15.20,0,3,-101.77,-110.90,done
59648,running,cruise,56.02,-36.10,-102.03,0.58,2.72,1.14,15.15,0,3,-101.85,-110.76,done
59725,running,cruise,56.01,-36.14,-102.11,0.49,2.73,1.14,15.11,0,3,-101.93,-110.76,done
59802,running,cruise,56.00,-36.17,-102.22,0.40,2.75,1.12,15.07,0,3,-102.02,-112.08,done
59880,running,cruise,56.00,-36.20,-102.33,0.20,2.78,1.11,15.05,0,3,-102.10,-113.91,done
59958,running,cruise,55.99,-36.21,-102.38,0.16,2.79,1.10,15.03,0,3,-102.18,-112.08,done
60034,running,cruise,55.99,-36.22,-102.44,-0.02,2.81,1.09,15.03,0,3,-102.26,-111.10,done
60113,running,cruise,55.99,-36.22,-102.52,0.12,2.84,1.08,15.03,0,3,-102.34,-111.10,done
60195,running,cruise,55.99,-36.23,-102.58,0.20,2.86,1.07,15.01,0,3,-102.42,-110.24,done
60275,running,cruise,55.98,-36.25,-102.73,0.21,2.91,1.04,15.00,0,3,-102.50,-113.58,done
60354,running,cruise,55.98,-36.27,-102.80,0.36,2.93,1.04,14.97,0,3,-102.58,-113.43,done
60434,running,cruise,55.97,-36.30,-102.88,0.44,2.94,1.03,14.94,0,3,-102.66,-113.43,done
60517,running,cruise,55.96,-36.33,-102.95,0.32,2.96,1.02,14.91,0,3,-102.74,-113.30,done
60596,running,cruise,55.96,-36.36,-103.05,0.48,2.98,1.01,14.88,0,3,-102.82,-114.37,done
60679,running,cruise,55.95,-36.40,-103.11,0.23,3.12,0.94,14.85,0,3,-102.89,-113.64,done
60756,running,cruise,55.95,-36.41,-103.16,0.33,3.13,0.93,14.83,0,3,-102.96,-113.07,done
60836,running,cruise,55.94,-36.45,-103.23,0.64,3.14,0.93,14.79,0,3,-103.03,-113.07,done
60917,running,cruise,55.93,-36.50,-103.27,0.45,3.13,0.93,14.75,0,3,-103.10,-111.26,done
60997,running,cruise,55.92,-36.53,-103.32,0.50,3.14,0.93,14.71,0,3,-103.18,-110.39,done
61075,running,cruise,55.91,-36.57,-103.51,0.55,3.19,0.91,14.67,0,3,-103.24,-116.71,done
61153,running,cruise,55.90,-36.61,-103.52,0.57,3.18,0.91,14.63,0,3,-103.31,-113.84,done
61229,running,cruise,55.89,-36.66,-103.58,0.70,3.18,0.91,14.58,0,3,-103.38,-113.84,done
61307,running,cruise,55.87,-36.72,-103.68,0.91,3.19,0.91,14.52,0,3,-103.44,-115.49,done
61385,running,cruise,55.85,-36.80,-103.72,1.11,3.17,0.92,14.44,0,3,-103.51,-113.89,done
61462,running,cruise,55.83,-36.90,-103.82,1.53,3.16,0.92,14.34,0,3,-103.58,-115.84,done
61540,running,cruise,55.80,-37.03,-103.89,1.97,3.13,0.93,14.20,0,3,-103.64,-115.84,done
61617,running,cruise,55.76,-37.20,-103.95,2.57,3.08,0.96,14.04,0,3,-103.71,-115.37,done
61694,running,cruise,55.69,-37.46,-103.93,4.30,2.95,1.03,13.77,0,3,-103.79,-110.90,done
61772,running,cruise,55.59,-37.86,-104.04,6.01,2.78,1.11,13.37,0,3,-103.86,-112.88,done
61850,running,cruise,55.47,-38.36,-104.12,7.09,2.60,1.20,12.86,0,3,-103.95,-112.88,done
61927,running,cruise,55.32,-38.95,-104.19,8.46,2.27,1.36,12.27,0,3,-104.04,-111.53,done
62006,running,cruise,55.13,-39.68,-104.32,10.13,1.85,1.58,11.53,0,3,-104.15,-112.65,done
62083,running,cruise,54.94,-40.43,-104.40,9.92,1.27,1.86,10.77,0,3,-104.27,-110.95,done
62160,running,cruise,54.75,-41.17,-104.49,9.82,1.00,2.17,10.03,0,3,-104.41,-108.30,done
62238,running,cruise,54.57,-41.87,-104.66,8.95,1.00,2.53,9.32,0,3,-104.58,-108.30,done
62315,running,cruise,54.38,-42.57,-104.80,9.94,1.00,2.91,8.62,0,3,-104.78,-105.88,done
62392,running,cruise,54.19,-43.29,-105.02,9.16,1.00,3.34,7.91,0,3,-105.01,-105.93,done
62470,running,cruise,54.02,-43.93,-105.34,8.14,1.00,3.79,7.28,0,3,-105.27,-108.71,done
62548,running,cruise,53.85,-44.53,-105.63,7.67,1.00,4.13,6.69,0,3,-105.56,-108.71,done
62625,running,cruise,53.70,-45.08,-105.89,7.28,1.00,4.60,6.15,0,3,-105.88,-106.37,done
62704,running,cruise,53.55,-45.58,-106.14,5.98,1.00,5.10,5.67,0,3,-106.24,-101.31,done
62781,running,cruise,53.43,-45.99,-106.48,5.03,1.00,5.10,5.28,0,3,-106.61,-100.12,done
62858,running,cruise,53.32,-46.36,-106.86,4.57,1.00,5.42,4.93,0,3,-107.00,-100.12,done
62937,running,cruise,53.24,-46.64,-107.32,3.32,1.00,5.68,4.66,0,3,-107.41,-102.86,done
63013,running,cruise,53.16,-46.89,-107.75,3.31,1.00,5.91,4.44,0,3,-107.84,-103.45,done
63091,running,cruise,53.09,-47.11,-108.17,2.84,1.00,6.13,4.23,0,3,-108.27,-103.04,done
63168,running,cruise,53.03,-47.29,-108.62,2.08,1.00,5.92,4.06,0,3,-108.74,-103.04,done
63245,running,braking,52.97,-47.44,-109.17,2.31,0.34,4.98,3.92,0,3,-109.15,-109.99,done
63321,running,braking,52.91,-47.63,-109.52,2.65,0.00,3.83,3.75,0,3,-109.48,-111.41,done
63399,running,dwelling,52.86,-47.75,-109.73,0.71,0.00,2.67,3.64,599,3,-109.74,-109.12,done
63475,running,dwelling,52.86,-47.77,-109.95,0.27,0.00,1.51,3.62,589,3,-109.90,-112.21,done
63552,running,dwelling,52.85,-47.80,-110.03,0.17,0.00,0.37,3.60,579,3,-109.98,-112.21,done
63629,running,dwelling,52.86,-47.76,-110.08,-1.09,0.00,0.00,3.63,569,3,-109.99,-114.15,done
63706,running,dwelling,52.90,-47.66,-110.04,-1.41,0.00,0.00,3.72,559,3,-109.99,-112.28,done
63782,running,dwelling,52.92,-47.60,-109.98,-0.50,0.00,0.00,3.78,549,3,-109.99,-109.33,done
63860,running,dwelling,52.93,-47.57,-109.98,-0.51,0.00,0.00,3.81,539,3,-109.99,-109.33,done
63937,running,dwelling,52.94,-47.54,-109.95,-0.09,0.00,0.00,3.83,529,3,-109.99,-107.97,done
64013,running,dwelling,52.93,-47.57,-110.00,0.90,0.00,0.00,3.80,519,3,-109.99,-110.24,done
64090,running,dwelling,52.90,-47.65,-110.04,0.89,0.00,0.00,3.74,509,3,-109.99,-112.35,done
64167,running,dwelling,52.88,-47.69,-110.04,0.57,0.00,0.00,3.69,499,3,-109.99,-112.35,done
64243,running,dwelling,52.87,-47.74,-109.99,0.62,0.00,0.00,3.65,489,3,-109.99,-109.84,done
64320,running,dwelling,52.86,-47.77,-110.00,0.07,0.00,0.00,3.63,479,3,-109.99,-110.71,done
64397,running,dwelling,52.86,-47.75,-110.03,-0.46,0.00,0.00,3.64,469,3,-109.99,-111.84,done
64474,running,dwelling,52.88,-47.70,-110.03,-0.86,0.00,0.00,3.69,459,3,-109.99,-111.84,done
64551,running,dwelling,52.90,-47.65,-110.12,-0.55,0.00,0.00,3.74,449,3,-109.99,-116.53,done
64628,running,dwelling,52.91,-47.63,-110.05,-0.00,0.00,0.00,3.75,439,3,-109.99,-113.21,done
64704,running,dwelling,52.90,-47.64,-110.10,0.29,0.00,0.00,3.74,429,3,-109.99,-115.44,done
64782,running,dwelling,52.90,-47.66,-110.10,0.27,0.00,0.00,3.72,419,3,-109.99,-115.44,done
64858,running,dwelling,52.89,-47.69,-110.07,0.59,0.00,0.00,3.70,409,3,-109.99,-114.03,done
64935,running,dwelling,52.87,-47.73,-110.01,0.47,0.00,0.00,3.66,399,3,-109.99,-111.28,done
65013,running,dwelling,52.86,-47.76,-110.06,0.85,0.00,0.00,3.64,389,3,-110.02,-111.72,done
65089,running,dwelling,52.86,-47.77,-110.06,-0.02,0.00,0.00,3.63,379,3,-110.02,-111.72,done
65166,running,dwelling,52.88,-47.72,-110.08,-1.23,0.00,0.00,3.67,369,3,-110.02,-112.78,done
65244,running,dwelling,52.91,-47.63,-110.13,-0.95,0.00,0.00,3.75,359,3,-110.02,-115.17,done
65320,running,dwelling,52.92,-47.61,-110.12,0.21,0.00,0.00,3.77,349,3,-110.02,-115.09,done
65397,running,dwelling,52.91,-47.63,-110.12,0.34,0.00,0.00,3.75,339,3,-110.02,-115.09,done
65474,running,dwelling,52.89,-47.67,-110.10,0.71,0.00,0.00,3.72,329,3,-110.02,-114.13,done
65551,running,dwelling,52.87,-47.73,-110.13,0.89,0.00,0.00,3.66,319,3,-110.02,-115.27,done
65627,running,dwelling,52.85,-47.78,-110.09,0.51,0.00,0.00,3.61,309,3,-110.02,-113.41,done
65705,running,dwelling,52.85,-47.79,-110.08,-0.08,0.00,0.00,3.60,299,3,-110.02,-113.04,done
65781,running,dwelling,52.86,-47.77,-110.08,-0.57,0.00,0.00,3.62,289,3,-110.02,-113.04,done
65858,running,dwelling,52.88,-47.72,-109.99,-0.66,0.00,0.00,3.67,279,3,-110.02,-108.82,done
65936,running,dwelling,52.89,-47.68,-110.04,-0.49,0.00,0.00,3.71,269,3,-110.02,-110.89,done
66015,running,dwelling,52.90,-47.65,-110.06,-0.20,0.00,0.00,3.73,259,3,-110.02,-112.13,done
66134,running,dwelling,52.89,-47.68,-110.05,0.88,0.00,0.00,3.70,249,3,-110.02,-111.53,done
66220,running,dwelling,52.84,-47.82,-110.05,1.74,0.00,0.00,3.58,239,3,-110.02,-111.65,done
66301,running,dwelling,52.80,-47.93,-110.05,1.06,0.00,0.00,3.48,229,3,-110.02,-111.65,done
66380,running,dwelling,52.78,-47.99,-109.99,1.07,0.00,0.00,3.42,219,3,-110.02,-108.63,done
66466,running,dwelling,52.72,-48.14,-110.01,2.26,0.00,0.00,3.30,209,3,-110.02,-109.73,done
66546,running,dwelling,52.67,-48.29,-109.93,1.72,0.00,0.00,3.16,199,3,-110.02,-105.95,done
66623,running,dwelling,52.63,-48.40,-110.06,1.51,0.00,0.00,3.08,189,3,-110.01,-112.47,done
66704,running,dwelling,52.57,-48.56,-110.06,2.63,0.00,0.00,2.94,179,3,-110.01,-112.47,done
66781,running,dwelling,52.51,-48.73,-109.97,2.18,0.00,0.00,2.81,169,3,-110.01,-107.66,done
66860,running,dwelling,52.45,-48.90,-110.03,2.31,0.00,0.00,2.68,159,3,-110.01,-111.04,done
66940,running,dwelling,52.38,-49.08,-110.02,2.61,0.00,0.00,2.55,149,3,-110.01,-110.46,done
67016,running,dwelling,52.31,-49.28,-110.02,2.80,0.00,0.00,2.42,139,3,-110.01,-110.46,done
67100,running,dwelling,52.23,-49.50,-110.03,2.92,0.00,0.00,2.28,129,3,-110.01,-110.76,done
67177,running,dwelling,52.15,-49.72,-109.99,2.99,0.00,0.00,2.16,119,3,-110.01,-108.92,done
67253,running,dwelling,52.07,-49.92,-109.93,2.73,0.00,0.00,2.07,109,3,-110.01,-105.86,done
67330,running,dwelling,52.00,-50.12,-110.03,2.73,0.00,0.00,2.01,99,3,-110.01,-111.11,done
67408,running,dwelling,51.93,-50.32,-110.03,2.88,0.00,0.00,1.96,89,3,-110.01,-111.11,done
67484,running,dwelling,51.85,-50.53,-110.02,2.85,0.00,0.00,1.93,79,3,-110.01,-110.63,done
67561,running,dwelling,51.78,-50.72,-109.97,2.50,0.00,0.00,1.92,69,3,-110.01,-108.16,done
67639,running,dwelling,51.72,-50.90,-109.96,2.50,0.00,0.00,1.94,59,3,-110.01,-107.36,done
67715,running,dwelling,51.65,-51.10,-109.96,2.94,0.00,0.00,1.98,49,3,-110.01,-107.36,done
67791,running,dwelling,51.57,-51.30,-109.93,2.50,0.00,0.00,2.04,39,3,-110.01,-106.06,done
67869,running,dwelling,51.51,-51.47,-110.01,2.41,0.00,0.00,2.11,29,3,-110.01,-110.24,done
67945,running,dwelling,51.44,-51.66,-109.98,2.61,0.00,0.00,2.20,19,3,-110.01,-108.45,done
68022,running,dwelling,51.38,-51.84,-109.97,2.50,0.00,0.00,2.30,9,3,-110.01,-108.45,done
68099,running,cruise,51.31,-52.01,-109.96,2.32,0.00,0.00,2.40,0,2,-110.01,-107.67,done
68176,running,cruise,51.26,-52.17,-109.96,1.84,0.31,1.92,51.30,0,2,-110.06,-105.06,done
